file,source_folder,entity_type,value
Liander_Alliander_HQ_Duiven.md,Gebäude,Zirkularitätsstrategie,Reuse-Fall enthält viele nicht direkt bauteilbezogene Strategien
Liander_Alliander_HQ_Duiven.md,Gebäude,Bestandserhalt-Abzug,Verhindert Überbewertung von Umbauprojekten
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Fallstudie,Lo-Reninge Town Hall façade / Stadhuis Lo
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Gebaeude,Rathaus Lo-Reninge / ehemaliges Kloster
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Projekt,Restoration and extension of a former convent to create a town hall
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Ort,"Markt 1, 8647 Lo-Reninge, Belgien"
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Akteur,noAarchitecten
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Bauherr / Akteur,Dexia / Lo-Reninge town council
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Bauteil,wiederverwendete Ziegel
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Material,Ziegel / Backstein
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Reuse_Strategie,ex-situ Bauteil-/Materialwiederverwendung in Gebäudehülle
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Aufbereitungsmethode,Reinigung / Auswahl von Gebrauchtziegeln
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Tragwerkssystem,Holzstruktur im Neubau
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Verbindung,Kalkmörtel / traditioneller Lime mortar
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Leistungsanforderung,Fassaden-/Witterungsschicht
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Pruefung,unbekannt
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Norm_Recht,Denkmal / listed monument
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Kennwert,205 m² wiederverwendete Ziegel
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Huerde,Einpassung in historischen Kontext
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Wirtschaft,unbekannt
Lo_Reninge_Town_Hall_Facade.md,Gebäude,Historische Einbettung / Kontextanpassung,Der Fall ist weniger technisch als kultur-/ortsbezogen; Reuse-Ziegel dienen der Kontinuität mit dem Kloster.
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Fallstudie,Lokomotion Technology Centre mini-pilot
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Gebaeude,kleiner Technikbau + Personalräume „space within a space“
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Ort,"Lahdesjärvi, Tampere, Finnland"
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Projekt,Metso Lokomotion Technology Centre Phase 1
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Bauherr,Metso Oyj
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Akteur,Satu Huuhka / Tampere University
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Akteur,Skanska Finland
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Akteur,Ramboll Finland
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Akteur,Consolis Parma
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Akteur,Umacon
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Bauteil,27 Hohlkörperdecken / hollow-core slabs
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Material,Spannbeton / Fertigbeton
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Reuse_Strategie,ex-situ Bauteilwiederverwendung
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Prozessphase,"Rückbau 2023, Refurbishment, Einbau 2025"
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Logistik,ca. 7 km Donor–Receiver
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Pruefung,"Qualitätssicherung, Werksaufbereitung, Zulassungsdokumentation"
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Norm_Recht,EN 1168 + A3 / CROW-CUR Guideline 4:2023 als Fachbezug
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Huerde,Integration in komplexen Bauablauf
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Wirtschaft,Kostenwirkung
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Zulassungspfad / standortspezifische Genehmigung,Bei reused Tragbauteilen ist der Nachweisweg oft wichtiger als eine einzelne Norm
Lokomotion_Technology_Centre_mini_pilot_Tampere.md,Gebäude,Donor-Gebäude,"bestehende Entität „Gebäude“ reicht, aber Rolle als Bauteilquelle sollte explizit sein"
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Fallstudie,Conversion of two wings of Lycée Michel Lucius
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Gebaeude,"Lycée Michel Lucius Campus, Flügel 3000 und 6000"
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Ort,"Luxembourg-Limpertsberg, Luxemburg"
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Projekt,"selektiver Rückbau Block 3000, Umbau Block 6000, Neugestaltung Außenanlagen"
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Akteur,Administration des bâtiments publics
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Akteur,Schmets architectes
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Akteur,Daedalus Engineering
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Bauteil,"11,8 t Stahlprofile"
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Bauteil,61 m² Blech
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Bauteil,Stahlfassadenpaneele
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Bauteil,"419 m² Gips-Akustikpaneele + 12 Metallpaneele/4,3 m²"
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Bauteil,135 m² Straßenpflasterplatten
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Bauteil,38 Fertigbetonelemente als Rinnen
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Material,rezyklierter Beton-Zuschlag
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Reuse_Strategie,on-site selective deconstruction and reuse
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Prozessphase,Materialinventar / selektiver Rückbau
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Leistungsanforderung,"Bibliothek/Leseraum, Rauch-/Wärmespeicher, Akustik/Thermik"
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Kennwert,2.700 m²
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Kennwert,6.500.000 EUR ohne MwSt
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Kennwert,79 % weniger Abbruchabfall
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Kennwert,458–792 t CO₂e Einsparung
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Foerderprogramm,New European Bauhaus Prize 2024
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Warnung Möbel,Bibliotheksmöbel aus gleichem Gebäude
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Huerde,Normen/Altgebäude/Materialprüfung
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Campus-interner Kreislauf,Reuse findet zwischen Gebäudeteilen desselben Campus statt
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Reuse-vs-Recycling-Abgrenzung,Projekt kombiniert direkte Wiederverwendung und RC-Beton
Lycee_Michel_Lucius_Conversion_Luxembourg.md,Gebäude,Bildungs-/Partizipationsbezug,Schüler gestalten Fassadenbleche künstlerisch
Maison_des_Canaux_Paris.md,Gebäude,Fallstudie,Maison des Canaux
Maison_des_Canaux_Paris.md,Gebäude,Ort,"Paris, Frankreich"
Maison_des_Canaux_Paris.md,Gebäude,Gebaeude,Bestandsgebäude am Canal
Maison_des_Canaux_Paris.md,Gebäude,Projekt,Maison des économies solidaires et innovantes / Les Canaux
Maison_des_Canaux_Paris.md,Gebäude,Akteur,Les Canaux / Ville de Paris / beteiligte Sozialunternehmen
Maison_des_Canaux_Paris.md,Gebäude,Architekt,unbekannt
Maison_des_Canaux_Paris.md,Gebäude,Reuse_Strategie,partielle Bauteil- und Materialwiederverwendung
Maison_des_Canaux_Paris.md,Gebäude,Bauteil,"Sanitär, Türen, Beläge, Fliesen, Holz, feste Ausstattung"
Maison_des_Canaux_Paris.md,Gebäude,Material,"Holz, Fliesen/Keramik, Metall, Sanitärkeramik, Textil/Beläge"
Maison_des_Canaux_Paris.md,Gebäude,Bauteilboerse,unbekannt
Maison_des_Canaux_Paris.md,Gebäude,Huerde,Beschaffung heterogener Kleinmengen
Maison_des_Canaux_Paris.md,Gebäude,Wirtschaft,unbekannt
Maison_des_Canaux_Paris.md,Gebäude,Kennwert,unbekannt
Maison_des_Canaux_Paris.md,Gebäude,Sozial-zirkulärer Akteur,Der Fall verbindet Reuse mit sozialer/solidarischer Wirtschaft
Maison_des_Canaux_Paris.md,Gebäude,Reuse-vs-Recycling-Abgrenzung,"Viele Materialien können reuse, recycled oder biosourced sein"
Maison_DnA_Asse.md,Gebäude,Fallstudie,dnA House / Maison DnA
Maison_DnA_Asse.md,Gebäude,Gebaeude,Einfamilienhaus mit Home Office
Maison_DnA_Asse.md,Gebäude,Ort,"Asse, Belgien"
Maison_DnA_Asse.md,Gebäude,Akteur,BLAF Architecten
Maison_DnA_Asse.md,Gebäude,Akteur,Privat
Maison_DnA_Asse.md,Gebäude,Bauteil,wiederverwendete Ziegelmauern
Maison_DnA_Asse.md,Gebäude,Material,Ziegel / Backstein
Maison_DnA_Asse.md,Gebäude,Tragwerkssystem,autonome äußere Ziegelstruktur + innerer Holzrahmen
Maison_DnA_Asse.md,Gebäude,Reuse_Strategie,Bauteilwiederverwendung / Materialwiederverwendung
Maison_DnA_Asse.md,Gebäude,Methode,„intelligent ruin“
Maison_DnA_Asse.md,Gebäude,Bauteil,innerer Holzrahmen
Maison_DnA_Asse.md,Gebäude,Leistungsanforderung,Energieperformance / Luftdichtheit Innenbox
Maison_DnA_Asse.md,Gebäude,Verbindung,unbekannt
Maison_DnA_Asse.md,Gebäude,Pruefung,unbekannt
Maison_DnA_Asse.md,Gebäude,Kennwert,260 m²
Maison_DnA_Asse.md,Gebäude,Norm_Recht,EPB / Energieperformance-Kontext
Maison_DnA_Asse.md,Gebäude,Huerde,Reuse-Ziegel und Energieanforderungen
Maison_DnA_Asse.md,Gebäude,Wirtschaft,unbekannt
Maison_DnA_Asse.md,Gebäude,Dauerhafte Außenruine,"beschreibt eine bewusst langfristige, autonome Reuse-Schale"
Maison_DnA_Asse.md,Gebäude,Innere Nutzungsbox,trennt Energiehülle/Nutzung von der Reuse-Tragstruktur
Maison_Vignette_Auderghem.md,Gebäude,Fallstudie,Maison Vignette / Vignette House
Maison_Vignette_Auderghem.md,Gebäude,Gebaeude,Einfamilienhaus in Auderghem
Maison_Vignette_Auderghem.md,Gebäude,Projekt,Neubau mit Reuse + bio-/geobasierten Materialien
Maison_Vignette_Auderghem.md,Gebäude,Ort,"Rue de la Vignette, Auderghem, Brüssel, Belgien"
Maison_Vignette_Auderghem.md,Gebäude,Akteur,Karbon’ architecture & urbanisme
Maison_Vignette_Auderghem.md,Gebäude,Akteur,Pierre Stoffel / BESP Stoffel & Partners; Sofiane Boudahri
Maison_Vignette_Auderghem.md,Gebäude,Bauherr,Private owner
Maison_Vignette_Auderghem.md,Gebäude,Bauteil,Large/Grote Boomse Steen Ziegel
Maison_Vignette_Auderghem.md,Gebäude,Bauteil,Wandfliesen aus Solvay-Gebäude
Maison_Vignette_Auderghem.md,Gebäude,Bauteil,Terrakotta-Bodenfliesen
Maison_Vignette_Auderghem.md,Gebäude,Bauteil,Blausteinplatten
Maison_Vignette_Auderghem.md,Gebäude,Bauteil,Sanitärausstattung
Maison_Vignette_Auderghem.md,Gebäude,Bauteilboerse,Franck Bricks; Rotor DC; 2emain.be
Maison_Vignette_Auderghem.md,Gebäude,Material,"Holz, Stroh, Hanf-Kalk, Naturputz"
Maison_Vignette_Auderghem.md,Gebäude,Reuse_Strategie,ex-situ Bauteilwiederverwendung
Maison_Vignette_Auderghem.md,Gebäude,Tragwerkssystem,"Holzrahmen / Holzstützen und -träger, Strohballen-Füllung"
Maison_Vignette_Auderghem.md,Gebäude,Verbindung,Ziegel-Claustra ohne zusätzliche metallische Aufhängung
Maison_Vignette_Auderghem.md,Gebäude,Foerderprogramm,Be Exemplary
Maison_Vignette_Auderghem.md,Gebäude,Bericht,FCRBE 32 detailed project sheets
Maison_Vignette_Auderghem.md,Gebäude,Kennwert,3.000 Ziegel / 36 m² Fassade
Maison_Vignette_Auderghem.md,Gebäude,Pruefung,unbekannt
Maison_Vignette_Auderghem.md,Gebäude,Wirtschaft,unbekannt
Maison_Vignette_Auderghem.md,Gebäude,Materialallianz,Der Fall kombiniert Reuse mit bio-/geobasierten neuen Materialien; die Reuse-Bewertung muss beides trennen.
Maison_Vignette_Auderghem.md,Gebäude,Privatkleinanzeige / informeller Reuse-Markt,"2emain.be ist keine klassische Bauteilbörse, aber reale Beschaffungsquelle."
Mehrow_Pilot_House.md,Gebäude,Fallstudie,Mehrow 1st pilot house
Mehrow_Pilot_House.md,Gebäude,Gebaeude,Einfamilienhaus / Pilotwohnhaus
Mehrow_Pilot_House.md,Gebäude,Ort,"Mehrow, Brandenburg, Deutschland"
Mehrow_Pilot_House.md,Gebäude,Projekt,Wiederverwendung von WBS70-Platten im Wohnhaus
Mehrow_Pilot_House.md,Gebäude,Akteur,Hervé Biele / Conclus
Mehrow_Pilot_House.md,Gebäude,Akteur,Claus Asam / IEMB
Mehrow_Pilot_House.md,Gebäude,Material,WBS70-Stahlbetonfertigteile
Mehrow_Pilot_House.md,Gebäude,Bauteil,"22 Wandplatten, 27 Deckenplatten"
Mehrow_Pilot_House.md,Gebäude,Gebaeude,Spender: abgerissener Marzahner Elfgeschosser
Mehrow_Pilot_House.md,Gebäude,Reuse_Strategie,ex-situ Bauteilwiederverwendung
Mehrow_Pilot_House.md,Gebäude,Aufbereitungsmethode,"Demontage, Reinigung, ggf. Zuschnitt"
Mehrow_Pilot_House.md,Gebäude,Abbruchmethode,selektive Demontage / schonender Rückbau
Mehrow_Pilot_House.md,Gebäude,Logistik,8 oder 17 km Distanz laut PRECS
Mehrow_Pilot_House.md,Gebäude,Wirtschaft,840 EUR/m² berichtet; ca. 1.100 EUR/m² Vergleich laut Biele
Mehrow_Pilot_House.md,Gebäude,Kennwert,118 m³; 49 Bauteile; 2005; Bauteilalter ca. 21 Jahre
Mehrow_Pilot_House.md,Gebäude,Pruefung,unbekannt / IEMB-Forschungskontext
Mehrow_Pilot_House.md,Gebäude,Norm_Recht,unbekannt
Mehrow_Pilot_House.md,Gebäude,Spendergebäude,Ohne Herkunft keine Wiederverwendungsbewertung
Mehrow_Pilot_House.md,Gebäude,Pilotserie,Mehrow und Schildow gehören zu einer frühen Pilotreihe
Mehrow_Pilot_House.md,Gebäude,Rohbaukostenvorteil,Wirtschaftlicher Nutzen ist Kernargument
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Fallstudie,Melkinlaituri elementary school and daycare centre
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Gebaeude,Grundschule und Kita
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Ort,"Jätkäsaari, Helsinki, Finnland"
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Bauherr,City of Helsinki
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Akteur,YIT
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Akteur,Umacon
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Akteur,Ramboll Finland
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Akteur,Consolis Parma
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Akteur,ReCreate Finnish cluster
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Gebaeude,Suutarila community centre
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Bauteil,Hohlkörperdecken
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Material,Spannbeton/Fertigbeton
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Reuse_Strategie,ex-situ Bauteilwiederverwendung
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Aufbereitungsmethode,"Reinigung, Zuschnitt, Öffnungen/Fittings, Wärmedämmung"
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Pruefung,Werksprüfungen; Anforderungen klar erfüllt
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Norm_Recht,Nachweis technische Reusability für building authorities
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Huerde,enger Zeitplan
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Kennwert,ca. 350 m² / fast 400 m²
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Kommerzielle Replikation,Unterscheidet Marktreife von Forschungsmini-Pilot
Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md,Gebäude,Materialeffizienz-Versprechen,Beschaffung/Vertrag kann Reuse auslösen
Montessori_Maassluis.md,Gebäude,Fallstudie,Montessori Maassluis / Montessorischool Maassluis
Montessori_Maassluis.md,Gebäude,Gebaeude,Montessorischool Maassluis
Montessori_Maassluis.md,Gebäude,Projekt,new construction of Montessori School Maassluis
Montessori_Maassluis.md,Gebäude,Ort,"Maassluis, Zuid-Holland, Niederlande"
Montessori_Maassluis.md,Gebäude,Akteur,Kraaijvanger Architects
Montessori_Maassluis.md,Gebäude,Projekt,Stichting Montessorischolen Monton / Stichting Montessorischolen Midden-Nederland (Monton)
Montessori_Maassluis.md,Gebäude,Projekt,Anculus B.V.
Montessori_Maassluis.md,Gebäude,Akteur,IMd Raadgevende Ingenieurs
Montessori_Maassluis.md,Gebäude,Akteur,Vintis installatieadviseurs
Montessori_Maassluis.md,Gebäude,Akteur,VIA Landscape
Montessori_Maassluis.md,Gebäude,Akteur,Van Dijk Maasland B.V.
Montessori_Maassluis.md,Gebäude,Akteur,A. de Jong Groep
Montessori_Maassluis.md,Gebäude,Bauteil,reused hollow core slabs
Montessori_Maassluis.md,Gebäude,Material,Beton / Spannbeton vermutlich
Montessori_Maassluis.md,Gebäude,Tragwerkssystem,Hybrid aus Holzstützen und reused hollow core slabs
Montessori_Maassluis.md,Gebäude,Reuse_Strategie,ex-situ Bauteilwiederverwendung / strukturelle Wiederverwendung geplant
Montessori_Maassluis.md,Gebäude,Kennwert,ca. 1.508 m²
Montessori_Maassluis.md,Gebäude,Kennwert,1.534 m²
Montessori_Maassluis.md,Gebäude,Kennwert,10 educational groups + BSO
Montessori_Maassluis.md,Gebäude,Kennwert,mindestens 50 Jahre Nutzungsdauer
Montessori_Maassluis.md,Gebäude,Prozessphase,Bauvertrag unterzeichnet
Montessori_Maassluis.md,Gebäude,Projektstatus,completion scheduled end 2026; use early 2027
Montessori_Maassluis.md,Gebäude,Pruefung,unbekannt
Montessori_Maassluis.md,Gebäude,Norm_Recht,unbekannt
Montessori_Maassluis.md,Gebäude,Schadstoff,unbekannt
Montessori_Maassluis.md,Gebäude,Bauteilboerse,unbekannt
Montessori_Maassluis.md,Gebäude,Software/Tool,unbekannt
Montessori_Maassluis.md,Gebäude,Geplanter Reuse-Einbau,Im Bau befindliche Projekte dürfen nicht wie gebaute Direct-Reuse-Fälle behandelt werden.
Montessori_Maassluis.md,Gebäude,Donor Building unbekannt,Für strukturelle Hohlkörperdecken ist die Herkunft entscheidend.
Montessori_Maassluis.md,Gebäude,As-built-Verifikation,Die Bewertung muss nach Fertigstellung überprüft werden.
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Fallstudie,MULTI Brussels / Reuse in Multi
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Gebaeude,ehemaliger Philips Tower / Brouckère Tower
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Ort,"Boulevard Anspach / De Brouckère, Brüssel"
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Projekt,großmaßstäbliche Büro-/Mixed-use-Rekonversion
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Akteur,"Whitewood, Immobel, CONIX RDBM, Cordeel, Rotor, RotorDC, Madaster/EPEA"
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Bauteil,Blaustein-Fassadenblöcke/-platten
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Bauteil,"Granitplatten, Natursteinplatten"
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Bauteil,Aluminiumprofile
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Bauteil,Aufzugsmotoren
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Material,Betonbestand
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Datenmodell,Madaster Material Passport / Building Circularity Passport
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Bauteilboerse,RotorDC
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Prozessphase,Demontage / Remanufacturing / Wiedereinbau
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Huerde,"Großmaßstäblicher, hochkodifizierter Hochbau"
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Kennwert,44.200 / 45.000 / 45.800 m²
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Kennwert,2 % bzw. 3 % Urban Mining / externe Reuse-Materialien
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Norm_Recht,BREEAM Excellent
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Werkzeug,Madaster
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Datenmodell,trennt Datenmodell/Software von konkreter Gebäudedokumentation
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,Reuse-Beratung,"spezifische Planungsrolle zwischen Entwurf, Beschaffung und Prüfung"
Multi_Brussels_Reuse_in_MULTI.md,Gebäude,In-situ-Transformation,"Bauteil bleibt aus demselben Gebäude, erhält aber neue Funktion"
Musee_de_Folklore_Mouscron.md,Gebäude,Fallstudie,Musée de Folklore / MUSEF Mouscron
Musee_de_Folklore_Mouscron.md,Gebäude,Gebaeude,Musée de Folklore Vie Frontalière
Musee_de_Folklore_Mouscron.md,Gebäude,Projekt,Renovation and extension; neuer Museumsbau im Blockinneren
Musee_de_Folklore_Mouscron.md,Gebäude,Ort,"Rue des Brasseurs 3, 7700 Mouscron, Belgien"
Musee_de_Folklore_Mouscron.md,Gebäude,Akteur,V+ / Projectiles
Musee_de_Folklore_Mouscron.md,Gebäude,Akteur,Simon Boudvin
Musee_de_Folklore_Mouscron.md,Gebäude,Akteur,"Bureau Bouwtechniek, Greisch, Daidalos Peutz, Taktyk"
Musee_de_Folklore_Mouscron.md,Gebäude,Bauherr,Ville de Mouscron
Musee_de_Folklore_Mouscron.md,Gebäude,Bauteil,wiederverwendete Ziegel
Musee_de_Folklore_Mouscron.md,Gebäude,Material,Ziegel / Backstein
Musee_de_Folklore_Mouscron.md,Gebäude,Reuse_Strategie,ex-situ Wiederverwendung von Ziegeln in Fassade
Musee_de_Folklore_Mouscron.md,Gebäude,Bericht / Dokument,Buch „UN NOUVEAU MUSÉE“
Musee_de_Folklore_Mouscron.md,Gebäude,Kennwert,30.000 Ziegel / 8 Quellen
Musee_de_Folklore_Mouscron.md,Gebäude,Kennwert,25 % Anteil Reuse-Ziegel
Musee_de_Folklore_Mouscron.md,Gebäude,Pruefung,Tests und Stabilitätsberechnungen berührt
Musee_de_Folklore_Mouscron.md,Gebäude,Huerde,Stabilitäts-/Testaufwand bei hohem Reuse-Anteil
Musee_de_Folklore_Mouscron.md,Gebäude,Norm_Recht,Kunstintegration in öffentlichen Gebäuden
Musee_de_Folklore_Mouscron.md,Gebäude,Wirtschaft,Budget Kunstintervention 55.788 €; Architektur 2.976.107 €
Musee_de_Folklore_Mouscron.md,Gebäude,Kunstintegration als Reuse-Träger,"Der Reuse-Einsatz entsteht aus einem Kunst-am-Bau-Prozess, bleibt aber baulich/fassadenrelevant."
Musee_de_Folklore_Mouscron.md,Gebäude,Herkunftsnarrativ,Die Herkunft der Bauteile ist Teil der baulichen Aussage.
Peoples_Pavilion_Eindhoven.md,Gebäude,Fallstudie,People’s Pavilion
Peoples_Pavilion_Eindhoven.md,Gebäude,Ort,"Ketelhuisplein, Eindhoven, NL"
Peoples_Pavilion_Eindhoven.md,Gebäude,Projekt,Meeting space during DDW 2017
Peoples_Pavilion_Eindhoven.md,Gebäude,Akteur,bureau SLA
Peoples_Pavilion_Eindhoven.md,Gebäude,Akteur,Overtreders W
Peoples_Pavilion_Eindhoven.md,Gebäude,Akteur,Dutch Design Foundation
Peoples_Pavilion_Eindhoven.md,Gebäude,Akteur,Arup
Peoples_Pavilion_Eindhoven.md,Gebäude,Akteur,Ham & Sybesma
Peoples_Pavilion_Eindhoven.md,Gebäude,Akteur,New Horizon
Peoples_Pavilion_Eindhoven.md,Gebäude,Bauteil,Betonpfähle / concrete beams
Peoples_Pavilion_Eindhoven.md,Gebäude,Bauteil,Holzträger
Peoples_Pavilion_Eindhoven.md,Gebäude,Bauteil,Fassadenelemente
Peoples_Pavilion_Eindhoven.md,Gebäude,Bauteil,Glasdach
Peoples_Pavilion_Eindhoven.md,Gebäude,Bauteil,Pretty Plastic shingles
Peoples_Pavilion_Eindhoven.md,Gebäude,Verbindung,Spannbänder / Metall-Umreifungsbänder
Peoples_Pavilion_Eindhoven.md,Gebäude,Abbruchmethode,zerstörungsfreier Rückbau
Peoples_Pavilion_Eindhoven.md,Gebäude,Reuse_Strategie,Borrowed building / reversible construction
Peoples_Pavilion_Eindhoven.md,Gebäude,Kennwert,250 m²
Peoples_Pavilion_Eindhoven.md,Gebäude,Kennwert,100 % borrowed
Peoples_Pavilion_Eindhoven.md,Gebäude,Leihmodell,Normale Bauteilbörse erfasst Eigentum/Rückgabe nicht
Peoples_Pavilion_Eindhoven.md,Gebäude,Reversible Verbindung,Zentrale technische Kategorie
Peoples_Pavilion_Eindhoven.md,Gebäude,Temporärer Demonstrator,Andere Bewertung als permanentes Gebäude
Plattenpalast_Berlin.md,Gebäude,Fallstudie,Plattenpalast Berlin
Plattenpalast_Berlin.md,Gebäude,Gebaeude,Kleinsthaus / Galerie / experimenteller Wohnraum
Plattenpalast_Berlin.md,Gebäude,Ort,"Wolliner Straße 50, Berlin"
Plattenpalast_Berlin.md,Gebäude,Akteur,"Anna Hopp, Carsten Wiewiorra / Wiewiorra Hopp Architekten"
Plattenpalast_Berlin.md,Gebäude,Lehrstuhl,"TU Berlin / IEMB, Leitung Claus Asam"
Plattenpalast_Berlin.md,Gebäude,Bauteil,"13 WBS70-Betonfertigteile, v. a. Wand- und Deckenelemente"
