eid,report_id,country_code,type_id,report_entity_type,actor_name,primary_role,roles,relevance,actor_degree,primary_evidence_url,fallback,evidence_count,evidence_urls,evidence_quotes,evidence_supports_roles,evidence_accessed_at,reuse_objects,strict_review
NEW:bauteilborsebremerhaven,DE:M03,DE,M03,,Bauteilbörse Bremerhaven (Förderwerk Bremerhaven),Bergung / Aufarbeitung / Wiedereinbau,Bergung | Aufarbeitung | Wiedereinbau,"Bergt, bereitet alte Bauteile auf und baut sie erneut ein.",kern,https://foerderwerk-bremerhaven.de/Baustoff-Upcycling.php,False,1,https://foerderwerk-bremerhaven.de/Baustoff-Upcycling.php,Diese sorgfältig aufbereiteten Materialien können dann von uns auch wieder eingebaut werden.,Bergung | Aufarbeitung | Wiedereinbau,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:894,CH:M04,CH,M04,,Bauteilkatalog Immobilien Basel-Stadt,Vermittlungsplattform / Bauteilkataster,Vermittlungsplattform | Bauteilkataster,Katalogisiert verfügbare Reuse-Bauteile und stellt sie Bauprojekten bereit.,kern,https://bauteile-ibs.ch/,False,1,https://bauteile-ibs.ch/,Immobilien Basel-Stadt Bauteilkatalog zur Wiederverwendung,Vermittlungsplattform | Bauteilkataster,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5065,CH:M05,CH,M05,,Bauteilladen Winterthur,Bauteilhandel / Vermittlung,Bauteilhandel | Vermittlung,Verkauft Secondhand-Bauteile und vermittelt Such- und Verkaufsanfragen.,kern,https://bauteilladen.ch/,False,1,https://bauteilladen.ch/,Börse für Secondhand Bauteile,Bauteilhandel | Vermittlung,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6630,DE:N02,DE,N02,,bauteilnetz Deutschland,Reuse-Beratung / Vermittlungsplattform / Netzwerkkoordination,Reuse-Beratung | Vermittlungsplattform | Netzwerkkoordination,"Berät Bauteilbörsen, vernetzt sie und betreibt einen gemeinsamen Bauteilkatalog.",kern,http://www.bauteilnetz.de/,False,1,http://www.bauteilnetz.de/,die Wiederverwendung von gebrauchten Bauteilen. Das bauteilnetz Deutschland leistet hier einen wichtigen Beitrag,Reuse-Beratung | Vermittlungsplattform | Netzwerkkoordination,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34835,CH:M06,CH,M06,,Bauteilvermittlung Zürichsee-Oberland,Vermittlung,Vermittlung,Vermittelt angebotene gebrauchte Bauteile.,kern,https://www.btvz.ch/angebote/,False,1,https://www.btvz.ch/angebote/,Angebotene Bauteile,Vermittlung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34841,CH:M07,CH,M07,,Bauteilverwertung Köppel & Klein,Demontage / Bauteilhandel,Demontage | Bauteilhandel,Demontiert gebrauchte Bauteile und vermittelt sie für neue Anwendungen.,kern,https://www.bauteilverwertung.ch/,False,1,https://www.bauteilverwertung.ch/,Aus alt mach neu – Gebrauchte Bauteile und was daraus wieder gemacht wurde.,Demontage | Bauteilhandel,2026-08-13,,True
NEW:H:bcamateriauxanciens,FR:M10,FR,M10,,BCA Matériaux Anciens,Bauteilhandel,Bauteilhandel,"Demontiert, prüft und verkauft historische Bauteile für eine neue Nutzung.",kern,https://www.bca-materiauxanciens.com/qui-sommes-nous/,False,1,https://www.bca-materiauxanciens.com/qui-sommes-nous/,entreprise spécialisée dans le négoce de matériaux anciens en France et à l'international,Bauteilhandel,2026-08-13,,True
NEW:H:bdp,GB:U06,GB,U06,,BDP,Architektur,Architektur,Direkt belegt im baulichen Reuse-Kontext: Architektur.,kern,https://www.bdp.com/us/spotlights/adaptive-reuse,False,1,https://www.bdp.com/us/spotlights/adaptive-reuse,"Through adaptive reuse, we not only improve environmental performance but also preserve the cultural and historic value of our cities.",Architektur,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:741,FR:N02,FR,N02,,Bellastock,Reuse-Beratung,Reuse-Beratung,Berät Bauprojekte und entwickelt erprobte Methoden für Bauteilwiederverwendung.,bezug,https://lecho-circulaire.com/le-projet-fcrbe-facilite-le-reemploi-dans-la-construction/,False,1,https://www.bellastock.com/,Bellastock développe une expertise pionnière sur le réemploi de matériaux de construction.,Reuse-Beratung,2026-08-13,,True
NEW:bevarurbanreuse,NO:U02,NO,U02,,Bevar / Urban Reuse (NG Group),Reuse-Beratung / Bestandsentwicklung / Bauausführung,Reuse-Beratung | Bestandsentwicklung | Bauausführung,Plant und baut mit erhaltenen Stahl- und Betonstrukturen in Bestandsgebäuden.,kern,https://www.urbanreuse.ngnordic.com/,False,1,https://www.urbanreuse.ngnordic.com/,"Bevar builds the new with the old, offering consulting and specialist expertise in groundwork, demolition, and the construction of new steel and concrete structures within existing buildings",Reuse-Beratung | Bestandsentwicklung | Bauausführung,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5929,NL:O01,NL,O01,,Bewohnerinitiative Boschgaard,Bauherrschaft,Bauherrschaft,Direkt belegt im baulichen Reuse-Kontext: Bauherrschaft.,bezug,https://www.crowdbuilding.com/d/initiatieven/boschgaard,False,1,https://www.crowdbuilding.com/d/initiatieven/boschgaard,het initiatief volledig bij de toekomstige bewoners vandaan komt,Bauherrschaft,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:586,AT:I01,AT,I01,,BIG (Bundesimmob.),Bauherrschaft / Gebäudeeigentum,Bauherrschaft | Gebäudeeigentum,Beauftragt Reuse-Rückbau und erhält Bestandsgebäude in Hochschulprojekten.,bezug,https://www.big.at/nachhaltigkeit,False,1,https://www.big.at/nachhaltigkeit,Das groesste Re-Use Projekt im oesterreichischen Hochschulbau,Bauherrschaft | Gebäudeeigentum,2026-08-12,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6296,CH:U09,CH,U09,,Bischof Föhn Architektur,Architektur / Bestandsentwicklung / Reuse-Planung,Architektur | Bestandsentwicklung | Reuse-Planung,Plant die Umnutzung von Bestandsräumen mit vorhandenen und geborgenen Bauteilen.,bezug,https://meter-magazin.ch/ch/architektur/19924-aus-wohnungen-wird-ein-kindergarten,False,1,https://meter-magazin.ch/ch/architektur/19924-aus-wohnungen-wird-ein-kindergarten,Mit dem Umbauprojekt wollten sie ein Pionierprojekt der Kreislaufwirtschaft schaffen. Der Einsatz von möglichst vielen Re-Use-Bauteilen war dabei entscheidend.,Architektur | Bestandsentwicklung | Reuse-Planung,2026-08-13,,True
NEW:H:bjerking,SE:U06,SE,U06,,Bjerking,Reuse-Beratung / Potenzialbewertung,Reuse-Beratung | Potenzialbewertung,"Direkt belegt im baulichen Reuse-Kontext: Reuse-Beratung, Potenzialbewertung.",kern,https://bjerking.se/vara-tjanster/teknikomrade/aterbruk,False,1,https://bjerking.se/vara-tjanster/teknikomrade/aterbruk,Vi kan hjälpa dig bedöma potentialen för cirkularitet och återbruk i ditt projekt så att det blir så klimatsmart som möjligt.,Reuse-Beratung | Potenzialbewertung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5023,BE:U04,BE,U04,,BLAF Architecten,Architektur,Architektur,Plant und erforscht die Demontage und Wiedererrichtung einer Passivhausstruktur.,kern,https://www.blaf.be/onderzoek-ontwikkeling/lorem-ipsum-dolor-sit-amet-4/,False,1,https://www.blaf.be/onderzoek-ontwikkeling/lorem-ipsum-dolor-sit-amet-4/,volledige demontage en heropbouw van een recent gebouwde passiefwoning ... maximale inzet van gerecupereerde materialen,Architektur,2026-08-13,,True
NEW:H:bobireemploi,FR:M11,FR,M11,,BOBI Réemploi,Reuse-Beratung,Reuse-Beratung,"Berät, bewertet Reuse-Potenziale und beschafft geeignete gebrauchte Bauteile.",kern,https://www.bobi-reemploi.fr/,False,1,https://www.bobi-reemploi.fr/,spécialiste du réemploi des matériaux de la construction,Reuse-Beratung,2026-08-13,,True
NEW:H:bodokommune,NO:I02,NO,I02,,Bodø Kommune,Methodenentwicklung,Methodenentwicklung,Entwickelt im CityLoops-Pilot Werkzeuge für Reuse von Infrastruktur und Konstruktionen.,bezug,https://www.nordlandsforskning.no/prosjekter/2019/09/30/nb-project-cityloops,False,1,https://www.nordlandsforskning.no/prosjekter/2019/09/30/nb-project-cityloops,CityLoops skal utvikle kunnskap og verktøy som kan stimulere til gjenbruk av infrastruktur og konstruksjoner.,Methodenentwicklung,2026-08-13,,True
NEW:H:boisantique,BE:M06,BE,M06,,Bois Antique,Bauteilhandel,Bauteilhandel,Bereitet Altholz aus Scheunen auf und verkauft es als Bauprodukte weiter.,kern,https://boisantique.be/bois-antique/,False,1,https://boisantique.be/bois-antique/,Bois Antique est un importateur de vieux bois en provenance d'anciennes granges et fermes européennes.,Bauteilhandel,2026-08-13,,True
NEW:hub:boliusgenbrugsmaterialerdirectory,DK:N01,DK,N01,,Bolius genbrugsmaterialer directory,Wissensvermittlung,Wissensvermittlung,Macht Bezugsquellen für gebrauchte Baustoffe in einem Verzeichnis auffindbar.,kern,https://www.bolius.dk/her-kan-du-koebe-genbrugsmaterialer-10121,False,1,https://www.bolius.dk/her-kan-du-koebe-genbrugsmaterialer-10121,Videncentret Bolius har samlet en liste af byggemarkeder med brugte byggematerialer i Danmark.,Wissensvermittlung,2026-08-13,,True
NEW:boosterdureemploi,FR:O01,FR,O01,,Booster du Réemploi (A4MT),Programmmanagement,Programmmanagement,Begleitet und qualifiziert Bauherrschaften für Reuse in Immobilienprojekten.,bezug,https://cd2e.com/domaines-dexpertise/economie-circulaire/booster-du-reemploi/,False,1,https://cd2e.com/domaines-dexpertise/economie-circulaire/booster-du-reemploi/,le CD2E et Action for Market Transformation – A4MT joignent leurs forces pour organiser un nouveau Booster du Réemploi local,Programmmanagement,2026-08-13,,True
NEW:H:bork,NL:M02,NL,M02,,Bork (Stuifzand),Bergung / Weitergabe,Bergung | Weitergabe,"Direkt belegt im baulichen Reuse-Kontext: Bergung, Weitergabe.",kern,https://www.borkgroep.nl/over-ons/,False,1,https://www.borkgroep.nl/over-ons/,Bij het demonteren van gebouwen doen wij er alles aan om zoveel mogelijk onderdelen uit het sloopproject te oogsten en beschikbaar te maken voor nieuwe bouwprojecten.,Bergung | Weitergabe,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:bourgognemateriauxanciens,FR:M13,FR,M13,,Bourgogne Matériaux Anciens,Bauteilhandel,Bauteilhandel,Demontiert und bearbeitet historische Bauteile für den erneuten Verkauf.,kern,https://opalis.eu/en/dealers/bourgogne-materiaux-anciens,False,1,https://opalis.eu/en/dealers/bourgogne-materiaux-anciens,"Created at the end of the 1980s, Bourgogne Matériaux Anciens is specialised in the sale of old building materials.",Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5737,NL:U12,NL,U12,,Bouwbedrijven Jongen,Wiedereinbau,Wiedereinbau,Direkt belegt im baulichen Reuse-Kontext: Wiedereinbau.,bezug,https://www.jongen.com/nl/projecten/detail/superlocal,False,1,https://www.jongen.com/nl/projecten/detail/superlocal,95% van dat testgebouw bestond uit materialen van de gedemonteerde flat.,Wiedereinbau,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:brattonsterbruk,SE:M01,SE,M01,,Brattöns Återbruk,Lagerung / Bauteilhandel,Lagerung | Bauteilhandel,Lagert und verkauft gebrauchte Bauteile für neue Bau- und Umbauprojekte.,kern,https://www.brattonsaterbruk.se/,False,1,https://www.brattonsaterbruk.se/,Brattöns Återbruk – Begagnat byggmaterial (Firmenname und Seitentitel der eigenen Website; Geschäftszweck ist Verkauf gebrauchten Baumaterials),Lagerung | Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:brocantique,FR:M14,FR,M14,,Broc'Antique,Bauteilhandel,Bauteilhandel,"Lagert, liefert und verkauft historische Bauteile und Ausstattung.",bezug,https://opalis.eu/en/dealers/brocantique,False,1,https://opalis.eu/en/dealers/brocantique,"inventory includes wooden joinery, ironwork, furniture, stones, paving, fireplaces, and distinctive architectural elements",Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:739,BE:I01,BE,I01,,Brussels Environment,Programmmanagement,Programmmanagement,"Koordiniert das BAMB-Programm mit Materialpässen, Pilotbauten und Partnern.",bezug,https://cordis.europa.eu/project/id/642384,False,1,https://cordis.europa.eu/project/id/642384,coordinated by BRUXELLES ENVIRONNEMENT - LEEFMILIEU BRUSSEL,Programmmanagement,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39522,GB:M04,GB,M04,,Building Spares Market,Vermittlungsplattform,Vermittlungsplattform,Betreibt einen britischen Online-Marktplatz für gebrauchte und übrige Baumaterialien.,kern,https://buildingsparesmarket.co.uk/,True,1,https://buildingsparesmarket.co.uk/about/,Building Spares Market is an online marketplace for second hand and spare building materials in the UK.,Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:737,BE:F02,BE,F02,,Buildwise,Qualitätssicherung,Qualitätssicherung,Entwickelt Prüfverfahren und Leitlinien zur Freigabe gebrauchter Baustoffe.,kern,https://www.buildwise.be/nl/themas/duurzaam-bouwen/circulaire-economie/circulair-slopen/alles-over-hergebruik/,False,1,https://www.buildwise.be/nl/themas/duurzaam-bouwen/circulaire-economie/circulair-slopen/alles-over-hergebruik/,Buildwise heeft een procedure in 4 fasen ontwikkeld om de technische prestaties van herbruikte materialen aan te tonen.,Qualitätssicherung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5584,DE:G01,DE,G01,,Bundeszentrale für politische Bildung (bpb),Fördermittelvergabe,Fördermittelvergabe,Förderte das Bildungsprogramm im Gebäude aus wiederverwendeten Betonplatten.,bezug,https://www.plattenvereinigung.de/project/,False,1,https://www.plattenvereinigung.de/project/,Das vielfältige Programm wurde ebenso von der Bundeszentrale für politische Bildung (bpb) gefördert.,Fördermittelvergabe,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5540,BE:U06,BE,U06,,Bureau Bouwtechniek,Reuse-Beratung,Reuse-Beratung,Berät und erforscht technische Lösungen für die hochwertige Bauteilrückgewinnung.,kern,https://www.b-b.be/,False,1,https://www.b-b.be/,Materialen hergebruiken betekent nieuw leven,Reuse-Beratung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6392,NL:U13,NL,U13,,bureau SLA,Architektur / Reuse-Planung,Architektur | Reuse-Planung,"Direkt belegt im baulichen Reuse-Kontext: Architektur, Reuse-Planung.",kern,https://bureausla.nl/bureau-sla/,False,1,https://bureausla.nl/bureau-sla/,"Circularity is both measurable and tangible in our work, through intelligent reuse strategies, reversible detailing and strong material narratives.",Architektur | Reuse-Planung,2026-08-13,,True
NEW:H:businessregiongoteborg,SE:U07,SE,U07,,Business Region Göteborg,Netzwerkkoordination,Netzwerkkoordination,Koordiniert Eigentümer beim Aufbau eines regionalen Marktes für gebrauchte Bauteile.,kern,https://www.businessregiongoteborg.se/naringslivsutveckling/hallbar-utveckling/goteborgs-plattform-klimatneutralt-byggande/handslag-cirkulart-byggande,False,1,https://www.businessregiongoteborg.se/naringslivsutveckling/hallbar-utveckling/goteborgs-plattform-klimatneutralt-byggande/handslag-cirkulart-byggande,Initiativet Handslaget ska mynna ut i användbart lärande och konkreta åtgärder inom cirkulärt byggande.,Netzwerkkoordination,2026-08-13,,True
NEW:buurman,NL:M04,NL,M04,,Buurman,Bauteilhandel / Weiterbildung,Bauteilhandel | Weiterbildung,Verkauft gebrauchtes Holz und vermittelt Wiederverwendung in Kursen und Workshops.,kern,https://buurmanrotterdam.nl/,False,1,https://buurmanrotterdam.nl/,"dé circulaire werkplaats en winkel waar je tweedehands hout koopt, leert klussen en zelf projecten met hergebruikte materialen maakt.",Bauteilhandel | Weiterbildung,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:byggaterbruket,SE:M04,SE,M04,,Byggåterbruket (Umeå),Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://www.umea.se/byggaboochmiljo/avfallochatervinning/returbutiken/byggaterbruket.4.4534ba1a19047e88404fb4b.html,False,1,https://www.umea.se/byggaboochmiljo/avfallochatervinning/returbutiken/byggaterbruket.4.4534ba1a19047e88404fb4b.html,Byggåterbruket drivs av Umeå kommun i samarbete med ABC Ekonomisk förening,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:byggeboersen,DK:M05,DK,M05,,Byggeboersen,Vermittlungsplattform,Vermittlungsplattform,"Vermittelt gebrauchte Baustoffe über Suche, Anzeigen und direkten Käuferkontakt.",kern,https://www.xn--byggebrsen-5cb.dk/,False,1,https://www.xn--byggebrsen-5cb.dk/,"Vi fungerer som en søgemaskine, der hjælper private med at finde genbrugsmaterialer hurtigere.",Vermittlungsplattform,2026-08-13,,True
NEW:H:bygghubben,SE:M02,SE,M02,,Bygghubben,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://bygghubben.se/,False,1,https://bygghubben.se/,"Bygghubben ägs och drivs av sex delägarföretag, varav fyra konkurrerande byggbolag.",Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:hub:byggogbevardirectory,NO:N01,NO,N01,,byggogbevar directory,Wissensvermittlung,Wissensvermittlung,"Vermittelt Regeln, Verfahren und Beispiele für Erhalt und Wiederverwendung.",kern,https://byggogbevar.no/ombruk/,False,1,https://byggogbevar.no/ombruk/,"Råd og tips om regelverk, praktisk ombruk og ny bruk i eksisterende bygg",Wissensvermittlung,2026-08-13,,True
NEW:byggretur,SE:M03,SE,M03,,ByggRetur,Vermittlungsplattform,Vermittlungsplattform,Vermittelt gebrauchte Baustoffe über einen digitalen Marktplatz.,kern,https://byggretur.se/,False,1,https://byggretur.se/,Sveriges modernaste marknadsplats för överblivet byggmaterial,Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6626,FR:U05,FR,U05,,CANCAN Architecture,Reuse-Beratung,Reuse-Beratung,"Berät, inventarisiert Ressourcen und verankert Reuse in Vergabeunterlagen.",bezug,https://www.collectifcancan.fr/project/refair/,False,1,https://www.collectifcancan.fr/project/refair/,Assistance à Maitrise d'Ouvrage / Expert Réemploi,Reuse-Beratung,2026-08-13,,True
NEW:H:carlsberg,DK:M07,DK,M07,Unternehmen,Carlsberg Byen P/S,Bestandsentwicklung,Bestandsentwicklung,Setzt geborgene Ziegel in der Transformation von Carlsberg Byen erneut ein.,kern,https://www.carlsbergbyen.dk/om-carlsberg-byen/historie/transformation-af-bygninger,True,1,https://www.carlsbergbyen.dk/om-carlsberg-byen/historie/transformation-af-bygninger,gamle mursten fra Søndermarkshuset er blevet genanvendt for at genskabe,Bestandsentwicklung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5171,GB:N02,GB,N02,,Cat Fletcher / Freegle,Material- und Bauteilbeschaffung,Material- und Bauteilbeschaffung,Beschaffte mit Freegle gebrauchte Materialien für das Brighton Waste House.,bezug,https://www.unialliance.ac.uk/2021/10/24/brighton-waste-house/,True,1,https://www.cleaning-matters.co.uk/page_1059830.asp,she worked with architect Duncan Baker-Brown to source materials for the award-winning Waste House,Material- und Bauteilbeschaffung,2026-08-13,,True
NEW:ccbuild,SE:S01,SE,S01,,CCBuild (IVL),Vermittlungsplattform / Wissensvermittlung,Vermittlungsplattform | Wissensvermittlung,"Direkt belegt im baulichen Reuse-Kontext: Vermittlungsplattform, Wissensvermittlung.",kern,https://ccbuild.se/,False,1,https://ccbuild.se/,"CCBuild is a platform for actörer who want to contribute to more sustainable and resource-efficient building, with a digital marketplace and product bank for reuse",Vermittlungsplattform | Wissensvermittlung,2026-08-13,,True
