"source","source_entity","source_id","field","raw_label","suggested_entity","reason","legacy_path"
"akteur_beteiligung/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__006__LIIKE_Oy_Arkkitehtistudio","akteur_beteiligung","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__006__LIIKE_Oy_Arkkitehtistudio","akteur_candidate","LIIKE Oy Arkkitehtistudio","akteur","no_existing_actor_match","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md"
"akteur_beteiligung/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__006__LIIKE_Oy_Arkkitehtistudio","akteur_beteiligung","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__006__LIIKE_Oy_Arkkitehtistudio","beziehung","ReCreate-Finnish cluster","akteurrolle","no_confident_akteurrolle_match","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md"
"akteur_beteiligung/Hastings_Pier_Visitor_Centre__001__dRMM_Architects","akteur_beteiligung","Hastings_Pier_Visitor_Centre__001__dRMM_Architects","akteur_candidate","dRMM Architects","akteur","no_existing_actor_match","Gebäude\Hastings_Pier_Visitor_Centre.md"
"akteur_beteiligung/Hastings_Pier_Visitor_Centre__002__Hastings_Pier_Charity","akteur_beteiligung","Hastings_Pier_Visitor_Centre__002__Hastings_Pier_Charity","akteur_candidate","Hastings Pier Charity","akteur","no_existing_actor_match","Gebäude\Hastings_Pier_Visitor_Centre.md"
"akteur_beteiligung/Hastings_Pier_Visitor_Centre__003__Ramboll","akteur_beteiligung","Hastings_Pier_Visitor_Centre__003__Ramboll","akteur_candidate","Ramboll","akteur","no_existing_actor_match","Gebäude\Hastings_Pier_Visitor_Centre.md"
"akteur_beteiligung/Haus_HOS_Mehrfamilienhaus_Muehlhausen__001__Seidl_Seidl_Architekten_Architekturb_ro_Hose_Dr","akteur_beteiligung","Haus_HOS_Mehrfamilienhaus_Muehlhausen__001__Seidl_Seidl_Architekten_Architekturb_ro_Hose_Dr","akteur_candidate","Seidl + Seidl Architekten; Architekturbüro Hose; Dr. Angelika Mettke / BTU Cottbus","akteur","multi_actor_or_unmerged_candidate","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__FORE_Partnership","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__FORE_Partnership","akteur_candidate","FORE Partnership","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__002__Stiff_Trevillion","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__002__Stiff_Trevillion","akteur_candidate","Stiff + Trevillion","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__ECE_Architecture","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__ECE_Architecture","akteur_candidate","ECE Architecture","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__ECE_Architecture","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__ECE_Architecture","beziehung","Architect TBC.London laut NSC","akteurrolle","no_confident_akteurrolle_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__004__Willmott_Dixon","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__004__Willmott_Dixon","akteur_candidate","Willmott Dixon","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Webb_Yates_Engineers","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Webb_Yates_Engineers","akteur_candidate","Webb Yates Engineers","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Four_Bay_Structures","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Four_Bay_Structures","akteur_candidate","Four Bay Structures","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__007__Cleveland_Steel","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__007__Cleveland_Steel","akteur_candidate","Cleveland Steel","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__008__McLaren_Construction","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__008__McLaren_Construction","akteur_candidate","McLaren Construction","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__009__Civic_Engineers","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__009__Civic_Engineers","akteur_candidate","Civic Engineers","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__010__Studio_PDP","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__010__Studio_PDP","akteur_candidate","Studio PDP","akteur","no_existing_actor_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__010__Studio_PDP","akteur_beteiligung","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__010__Studio_PDP","beziehung","318 Oxford Street project team / design","akteurrolle","no_confident_akteurrolle_match","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md"
"akteur_beteiligung/Impact_Hub_Berlin_CRCLR_Fitout__001__Impact_Hub_Berlin_LXSY_Architektur_TRNSFRM_eG_Di","akteur_beteiligung","Impact_Hub_Berlin_CRCLR_Fitout__001__Impact_Hub_Berlin_LXSY_Architektur_TRNSFRM_eG_Di","akteur_candidate","Impact Hub Berlin, LXSY Architektur, TRNSFRM eG, Die Zusammenarbeiter, ZRS Ingenieure","akteur","partially_resolved_multi_actor_label","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md"
"akteur_beteiligung/Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__Rothuizen_Architecten_Taco_Tuinhof","akteur_beteiligung","Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__Rothuizen_Architecten_Taco_Tuinhof","akteur_candidate","Rothuizen Architecten / Taco Tuinhof","akteur","multi_actor_or_unmerged_candidate","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"akteur_beteiligung/Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Burobas","akteur_beteiligung","Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Burobas","akteur_candidate","Burobas","akteur","no_existing_actor_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"akteur_beteiligung/Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__ABT_Adviesbureau_L_ning","akteur_beteiligung","Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__ABT_Adviesbureau_L_ning","akteur_candidate","ABT + Adviesbureau Lüning","akteur","no_existing_actor_match","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"akteur_beteiligung/Juch_Areal_Recyclingzentrum_Zuerich__001__Graber_Pulver_Architekt_innen","akteur_beteiligung","Juch_Areal_Recyclingzentrum_Zuerich__001__Graber_Pulver_Architekt_innen","akteur_candidate","Graber Pulver Architekt:innen","akteur","no_existing_actor_match","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
"akteur_beteiligung/Juch_Areal_Recyclingzentrum_Zuerich__003__manoa_Landschaftsarchitekten","akteur_beteiligung","Juch_Areal_Recyclingzentrum_Zuerich__003__manoa_Landschaftsarchitekten","akteur_candidate","manoa Landschaftsarchitekten","akteur","no_existing_actor_match","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
"akteur_beteiligung/Juch_Areal_Recyclingzentrum_Zuerich__004__Weber_Br_nnimann_AG","akteur_beteiligung","Juch_Areal_Recyclingzentrum_Zuerich__004__Weber_Br_nnimann_AG","akteur_candidate","Weber + Brönnimann AG","akteur","no_existing_actor_match","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
"akteur_beteiligung/Juch_Areal_Recyclingzentrum_Zuerich__005__EK_Energiekonzepte","akteur_beteiligung","Juch_Areal_Recyclingzentrum_Zuerich__005__EK_Energiekonzepte","akteur_candidate","EK Energiekonzepte","akteur","no_existing_actor_match","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
"akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__001__Stiftung_Abendrot_Vorsorgestiftung_Abendrot","akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__001__Stiftung_Abendrot_Vorsorgestiftung_Abendrot","akteur_candidate","Stiftung Abendrot / Vorsorgestiftung Abendrot","akteur","multi_actor_or_unmerged_candidate","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__004__ZHAW_IKE","akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__004__ZHAW_IKE","akteur_candidate","ZHAW IKE","akteur","no_existing_actor_match","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__005__Oberli_Ingenieurbau_AG","akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__005__Oberli_Ingenieurbau_AG","akteur_candidate","Oberli Ingenieurbau AG","akteur","no_existing_actor_match","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__006__Josef_Kolb_AG","akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__006__Josef_Kolb_AG","akteur_candidate","Josef Kolb AG","akteur","no_existing_actor_match","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__007__Wetter_AG","akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__007__Wetter_AG","akteur_candidate","Wetter AG","akteur","no_existing_actor_match","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"akteur_beteiligung/KA13_Kristian_Augusts_gate_13_Oslo__001__Entra_MAD_FutureBuilt_Asplan_Viak_Insenti_Scenar","akteur_beteiligung","KA13_Kristian_Augusts_gate_13_Oslo__001__Entra_MAD_FutureBuilt_Asplan_Viak_Insenti_Scenar","akteur_candidate","Entra, MAD, FutureBuilt, Asplan Viak, Insenti, Scenario Interiørarkitekter, IWG/Spaces","akteur","multi_actor_or_unmerged_candidate","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"akteur_beteiligung/Kamikatsu_Zero_Waste_Center_Hotel_WHY__001__Hiroshi_Nakamura_NAP","akteur_beteiligung","Kamikatsu_Zero_Waste_Center_Hotel_WHY__001__Hiroshi_Nakamura_NAP","akteur_candidate","Hiroshi Nakamura & NAP","akteur","no_existing_actor_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"akteur_beteiligung/Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Yamada_Noriaki_Structural_Design_Office","akteur_beteiligung","Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Yamada_Noriaki_Structural_Design_Office","akteur_candidate","Yamada Noriaki Structural Design Office","akteur","no_existing_actor_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"akteur_beteiligung/Kamikatsu_Zero_Waste_Center_Hotel_WHY__003__Kitajima_Corporation","akteur_beteiligung","Kamikatsu_Zero_Waste_Center_Hotel_WHY__003__Kitajima_Corporation","akteur_candidate","Kitajima Corporation","akteur","no_existing_actor_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"akteur_beteiligung/Kamikatsu_Zero_Waste_Center_Hotel_WHY__004__Kamikatsu_Town_lokale_Einwohner","akteur_beteiligung","Kamikatsu_Zero_Waste_Center_Hotel_WHY__004__Kamikatsu_Town_lokale_Einwohner","akteur_candidate","Kamikatsu Town / lokale Einwohner","akteur","multi_actor_or_unmerged_candidate","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"akteur_beteiligung/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__001__Stadt_Z_rich_Amt_f_r_Hochbauten_Immobilien_Stadt","akteur_beteiligung","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__001__Stadt_Z_rich_Amt_f_r_Hochbauten_Immobilien_Stadt","akteur_candidate","Stadt Zürich, Amt für Hochbauten, Immobilien Stadt Zürich, Bischof Föhn Architektur, Zirkular GmbH, Meili Partner, Heierli, Haerter + Partner, Schmidiger + Rosasco, aik","akteur","partially_resolved_multi_actor_label","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md"
"akteur_beteiligung/Liander_Alliander_HQ_Duiven__001__Alliander_Liander","akteur_beteiligung","Liander_Alliander_HQ_Duiven__001__Alliander_Liander","akteur_candidate","Alliander / Liander","akteur","multi_actor_or_unmerged_candidate","Gebäude\Liander_Alliander_HQ_Duiven.md"
"akteur_beteiligung/Lo_Reninge_Town_Hall_Facade__001__noAarchitecten","akteur_beteiligung","Lo_Reninge_Town_Hall_Facade__001__noAarchitecten","akteur_candidate","noAarchitecten","akteur","no_existing_actor_match","Gebäude\Lo_Reninge_Town_Hall_Facade.md"
"akteur_beteiligung/Lo_Reninge_Town_Hall_Facade__002__Dexia_Lo_Reninge_town_council","akteur_beteiligung","Lo_Reninge_Town_Hall_Facade__002__Dexia_Lo_Reninge_town_council","akteur_candidate","Dexia / Lo-Reninge town council","akteur","multi_actor_or_unmerged_candidate","Gebäude\Lo_Reninge_Town_Hall_Facade.md"
"akteur_beteiligung/Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Satu_Huuhka_Tampere_University","akteur_beteiligung","Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Satu_Huuhka_Tampere_University","akteur_candidate","Satu Huuhka / Tampere University","akteur","multi_actor_or_unmerged_candidate","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md"
"akteur_beteiligung/Lycee_Michel_Lucius_Conversion_Luxembourg__001__Administration_des_b_timents_publics","akteur_beteiligung","Lycee_Michel_Lucius_Conversion_Luxembourg__001__Administration_des_b_timents_publics","akteur_candidate","Administration des bâtiments publics","akteur","no_existing_actor_match","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"akteur_beteiligung/Lycee_Michel_Lucius_Conversion_Luxembourg__002__Schmets_architectes","akteur_beteiligung","Lycee_Michel_Lucius_Conversion_Luxembourg__002__Schmets_architectes","akteur_candidate","Schmets architectes","akteur","no_existing_actor_match","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"akteur_beteiligung/Lycee_Michel_Lucius_Conversion_Luxembourg__003__Daedalus_Engineering","akteur_beteiligung","Lycee_Michel_Lucius_Conversion_Luxembourg__003__Daedalus_Engineering","akteur_candidate","Daedalus Engineering","akteur","no_existing_actor_match","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"akteur_beteiligung/Maison_des_Canaux_Paris__001__Les_Canaux_Ville_de_Paris_beteiligte_Sozialunter","akteur_beteiligung","Maison_des_Canaux_Paris__001__Les_Canaux_Ville_de_Paris_beteiligte_Sozialunter","akteur_candidate","Les Canaux / Ville de Paris / beteiligte Sozialunternehmen","akteur","multi_actor_or_unmerged_candidate","Gebäude\Maison_des_Canaux_Paris.md"
"akteur_beteiligung/Maison_DnA_Asse__002__Privat","akteur_beteiligung","Maison_DnA_Asse__002__Privat","akteur_candidate","Privat","akteur","no_existing_actor_match","Gebäude\Maison_DnA_Asse.md"
"akteur_beteiligung/Maison_Vignette_Auderghem__001__Karbon_architecture_urbanisme","akteur_beteiligung","Maison_Vignette_Auderghem__001__Karbon_architecture_urbanisme","akteur_candidate","Karbon’ architecture & urbanisme","akteur","no_existing_actor_match","Gebäude\Maison_Vignette_Auderghem.md"
"akteur_beteiligung/Maison_Vignette_Auderghem__002__Pierre_Stoffel_BESP_Stoffel_Partners_Sofiane_Bou","akteur_beteiligung","Maison_Vignette_Auderghem__002__Pierre_Stoffel_BESP_Stoffel_Partners_Sofiane_Bou","akteur_candidate","Pierre Stoffel / BESP Stoffel & Partners; Sofiane Boudahri","akteur","multi_actor_or_unmerged_candidate","Gebäude\Maison_Vignette_Auderghem.md"
"akteur_beteiligung/Mehrow_Pilot_House__001__Herv_Biele_Conclus","akteur_beteiligung","Mehrow_Pilot_House__001__Herv_Biele_Conclus","akteur_candidate","Hervé Biele / Conclus","akteur","multi_actor_or_unmerged_candidate","Gebäude\Mehrow_Pilot_House.md"
"akteur_beteiligung/Mehrow_Pilot_House__002__Claus_Asam_IEMB","akteur_beteiligung","Mehrow_Pilot_House__002__Claus_Asam_IEMB","akteur_candidate","Claus Asam / IEMB","akteur","multi_actor_or_unmerged_candidate","Gebäude\Mehrow_Pilot_House.md"
"akteur_beteiligung/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__YIT","akteur_beteiligung","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__YIT","akteur_candidate","YIT","akteur","no_existing_actor_match","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md"
"akteur_beteiligung/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__ReCreate_Finnish_cluster","akteur_beteiligung","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__ReCreate_Finnish_cluster","akteur_candidate","ReCreate Finnish cluster","akteur","no_existing_actor_match","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md"
"akteur_beteiligung/Montessori_Maassluis__001__Kraaijvanger_Architects","akteur_beteiligung","Montessori_Maassluis__001__Kraaijvanger_Architects","akteur_candidate","Kraaijvanger Architects","akteur","no_existing_actor_match","Gebäude\Montessori_Maassluis.md"
"akteur_beteiligung/Montessori_Maassluis__003__Vintis_installatieadviseurs","akteur_beteiligung","Montessori_Maassluis__003__Vintis_installatieadviseurs","akteur_candidate","Vintis installatieadviseurs","akteur","no_existing_actor_match","Gebäude\Montessori_Maassluis.md"
"akteur_beteiligung/Montessori_Maassluis__004__VIA_Landscape","akteur_beteiligung","Montessori_Maassluis__004__VIA_Landscape","akteur_candidate","VIA Landscape","akteur","no_existing_actor_match","Gebäude\Montessori_Maassluis.md"
"akteur_beteiligung/Montessori_Maassluis__005__Van_Dijk_Maasland_B_V","akteur_beteiligung","Montessori_Maassluis__005__Van_Dijk_Maasland_B_V","akteur_candidate","Van Dijk Maasland B.V.","akteur","no_existing_actor_match","Gebäude\Montessori_Maassluis.md"
"akteur_beteiligung/Montessori_Maassluis__006__A_de_Jong_Groep","akteur_beteiligung","Montessori_Maassluis__006__A_de_Jong_Groep","akteur_candidate","A. de Jong Groep","akteur","no_existing_actor_match","Gebäude\Montessori_Maassluis.md"
"akteur_beteiligung/Multi_Brussels_Reuse_in_MULTI__001__Whitewood_Immobel_CONIX_RDBM_Cordeel_Rotor_Rotor","akteur_beteiligung","Multi_Brussels_Reuse_in_MULTI__001__Whitewood_Immobel_CONIX_RDBM_Cordeel_Rotor_Rotor","akteur_candidate","Whitewood, Immobel, CONIX RDBM, Cordeel, Rotor, RotorDC, Madaster/EPEA","akteur","partially_resolved_multi_actor_label","Gebäude\Multi_Brussels_Reuse_in_MULTI.md"
"akteur_beteiligung/Musee_de_Folklore_Mouscron__001__V_Projectiles","akteur_beteiligung","Musee_de_Folklore_Mouscron__001__V_Projectiles","akteur_candidate","V+ / Projectiles","akteur","multi_actor_or_unmerged_candidate","Gebäude\Musee_de_Folklore_Mouscron.md"
