"legacy_path","legacy_type","title","action","target_primary","target_secondary","content_strategy","risk_flags"
"prozessphase\Aufbereitung.md","Prozessphase","","move_as_knot","prozessphase/Aufbereitung","","Lifecycle/reuse phase knot; use in Reuse_Kettenstation.",""
"prozessphase\Ausschreibung.md","Prozessphase","","move_as_knot","prozessphase/Ausschreibung","","Lifecycle/reuse phase knot; use in Reuse_Kettenstation.",""
"prozessphase\Bestandserfassung.md","Prozessphase","","move_as_knot","prozessphase/Bestandserfassung","","Lifecycle/reuse phase knot; use in Reuse_Kettenstation.",""
"prozessphase\Betrieb_und_Rueckbauplanung.md","Prozessphase","","move_as_knot","prozessphase/Betrieb_und_Rueckbauplanung","","Lifecycle/reuse phase knot; use in Reuse_Kettenstation.",""
"prozessphase\Entwurf.md","Prozessphase","","move_as_knot","prozessphase/Entwurf","","Lifecycle/reuse phase knot; use in Reuse_Kettenstation.",""
"prozessphase\index.md","Prozessphase","Prozessphasen – Index","merge_into_index","prozessphase/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"prozessphase\Lagerung.md","Prozessphase","","move_as_knot","prozessphase/Lagerung","","Lifecycle/reuse phase knot; use in Reuse_Kettenstation.",""
"prozessphase\Rueckbau.md","Prozessphase","","move_as_knot","prozessphase/Rueckbau","","Lifecycle/reuse phase knot; use in Reuse_Kettenstation.",""
"prozessphase\Transport.md","Prozessphase","","move_as_knot","prozessphase/Transport","","Lifecycle/reuse phase knot; use in Reuse_Kettenstation.",""
"prozessphase\Wiedereinbau.md","Prozessphase","","move_as_knot","prozessphase/Wiedereinbau","","Lifecycle/reuse phase knot; use in Reuse_Kettenstation.",""
"pruefung\Abbrandbemessung.md","Prüfung","","move_as_knot","pruefung_nachweis/Abbrandbemessung","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\Brandnachweis.md","Prüfung","","move_as_knot","pruefung_nachweis/Brandnachweis","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\Eignungspruefung_Baulehm.md","Prüfung","","move_as_knot","pruefung_nachweis/Eignungspruefung_Baulehm","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\Geometrische_Vermessung.md","Prüfung","","move_as_knot","pruefung_nachweis/Geometrische_Vermessung","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\index.md","Prüfung","Prüfungen – Index","merge_into_index","pruefung_nachweis/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"pruefung\Materialpruefung.md","Prüfung","","move_as_knot","pruefung_nachweis/Materialpruefung","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\Schadstoffscreening.md","Prüfung","","move_as_knot","pruefung_nachweis/Schadstoffscreening","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\Schweissbarkeitspruefung.md","Prüfung","","move_as_knot","pruefung_nachweis/Schweissbarkeitspruefung","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\Sichtpruefung.md","Prüfung","","move_as_knot","pruefung_nachweis/Sichtpruefung","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\Statische_Nachweisfuehrung.md","Prüfung","","move_as_knot","pruefung_nachweis/Statische_Nachweisfuehrung","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\Zugversuch.md","Prüfung","","move_as_knot","pruefung_nachweis/Zugversuch","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"pruefung\Zustandsbewertung.md","Prüfung","","move_as_knot","pruefung_nachweis/Zustandsbewertung","","Proof/test procedure knot; connect to Leistungsanforderung and Bauteilzustand.",""
"prüfung.md","Type","Prüfung","merge_into_index","pruefung_nachweis/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"recht.md","Type","Recht","merge_into_index","rechtliche_bedingung/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"recht\Bauordnungsrecht.md","Recht","","move_as_knot","rechtliche_bedingung/Bauordnungsrecht","","Legal condition knot; link to huerde/wirtschaft when it acts as barrier or cost risk.",""
"recht\Gewaehrleistung.md","Recht","","move_as_knot","rechtliche_bedingung/Gewaehrleistung","","Legal condition knot; link to huerde/wirtschaft when it acts as barrier or cost risk.",""
"recht\index.md","Recht","Recht – Index","merge_into_index","rechtliche_bedingung/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"recht\Produkthaftung.md","Recht","","move_as_knot","rechtliche_bedingung/Produkthaftung","","Legal condition knot; link to huerde/wirtschaft when it acts as barrier or cost risk.",""
"recht\Vergaberecht.md","Recht","","move_as_knot","rechtliche_bedingung/Vergaberecht","","Legal condition knot; link to huerde/wirtschaft when it acts as barrier or cost risk.",""
"recht\Zulassung_im_Einzelfall.md","Recht","","move_as_knot","rechtliche_bedingung/Zulassung_im_Einzelfall","","Legal condition knot; link to huerde/wirtschaft when it acts as barrier or cost risk.",""
"reuse_strategie\Adaptives_ReUse.md","Reuse-Strategie","Adaptives ReUse","move_as_knot","reuse_strategie/Adaptives_ReUse","","Reuse strategy knot; connect to Bewertungslogik for Direct-Reuse validity.",""
"reuse_strategie\Design_for_Disassembly.md","Reuse-Strategie","Design for Disassembly","move_as_knot","reuse_strategie/Design_for_Disassembly","","Reuse strategy knot; connect to Bewertungslogik for Direct-Reuse validity.",""
"reuse_strategie\Direkte_Wiederverwendung.md","Reuse-Strategie","Direkte Wiederverwendung","move_as_knot","reuse_strategie/Direkte_Wiederverwendung","","Reuse strategy knot; connect to Bewertungslogik for Direct-Reuse validity.",""
"reuse_strategie\index.md","Reuse-Strategie","Reuse-Strategien – Index","merge_into_index","reuse_strategie/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"reuse_strategie\Refurbishment.md","Reuse-Strategie","Refurbishment","move_as_knot","reuse_strategie/Refurbishment","","Reuse strategy knot; connect to Bewertungslogik for Direct-Reuse validity.",""
"reuse_strategie\Umnutzung.md","Reuse-Strategie","Umnutzung","move_as_knot","reuse_strategie/Umnutzung","","Reuse strategy knot; connect to Bewertungslogik for Direct-Reuse validity.",""
"reuse_strategie\Weiterbauen_im_Bestand.md","Reuse-Strategie","Weiterbauen im Bestand","move_as_knot","reuse_strategie/Weiterbauen_im_Bestand","","Reuse strategy knot; connect to Bewertungslogik for Direct-Reuse validity.",""
"reuse-strategie.md","Type","Reuse-Strategie","merge_into_index","reuse_strategie/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"schadstoff.md","Type","Schadstoff","merge_into_index","schadstoff/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"schadstoff\Asbest.md","Schadstoff","","move_as_knot","schadstoff/Asbest","","Hazard knot; connect to Prüfung_Nachweis and Hürde.",""
"schadstoff\Bleifarbe.md","Schadstoff","","move_as_knot","schadstoff/Bleifarbe","","Hazard knot; connect to Prüfung_Nachweis and Hürde.",""
"schadstoff\Holzschutzmittel.md","Schadstoff","","move_as_knot","schadstoff/Holzschutzmittel","","Hazard knot; connect to Prüfung_Nachweis and Hürde.",""
"schadstoff\index.md","Schadstoff","Schadstoffe – Index","merge_into_index","schadstoff/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"schadstoff\PAK.md","Schadstoff","","move_as_knot","schadstoff/PAK","","Hazard knot; connect to Prüfung_Nachweis and Hürde.",""
"schadstoff\PCB.md","Schadstoff","","move_as_knot","schadstoff/PCB","","Hazard knot; connect to Prüfung_Nachweis and Hürde.",""
"software.md","Type","Software","merge_into_index","software_digitaltool/index","tooltyp/index","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"software\klimaschutz-konfigurator\index.md","Software","","move_as_core","software_digitaltool/klimaschutz_konfigurator","","Nested software index becomes canonical software_digitaltool node; preserve folder index body as node content.","nested_index_is_content_node_not_category_index"
"software\one-click-lca\index.md","Software","","move_as_core","software_digitaltool/one_click_lca","","Nested software index becomes canonical software_digitaltool node; preserve folder index body as node content.","nested_index_is_content_node_not_category_index"
"software\Rhino.md","Software","","move_as_core","software_digitaltool/Rhino","","Software tool node. Preserve legacy index folder content if nested.",""
"software\sia-261-bezugshöhe\index.md","Software","","move_as_core","software_digitaltool/sia_261_bezugshoehe","","Nested software index becomes canonical software_digitaltool node; preserve folder index body as node content.","nested_index_is_content_node_not_category_index"
"tool.md","Type","Tool","merge_into_index","software_digitaltool/index","tooltyp/index","Root type stub; merge into target index/type vocabulary, not a content node.","old_type_stub_only"
"tools\mirakel.md","Tool","MIRAKEL — Mixed Reality and AI for urban mining and reuse assessment","move_as_core","software_digitaltool/mirakel","","Tool profile moved into software_digitaltool.",""
"tools\recreate_studio.md","Tool","ReCreate Studio","move_as_core","software_digitaltool/recreate_studio","","Tool profile moved into software_digitaltool.",""
"tragwerkssystem.md","Type","Tragwerkssystem","merge_into_index","bauweise_bausystem_tragwerk/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"tragwerkssystem\Aufstockung_in_Holzbauweise.md","Tragwerkssystem","","semantic_split","bauaufgabe_intervention/Aufstockung","bauweise/Holzbauweise; tragwerkstyp/Holztragwerk","Classify first as Bauweise, Bausystem, Tragwerksprinzip, Bauteiltyp, Fuegung, or Reuse_Strategie; then derive Tragwerkstyp.","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Betonfertigteil_System.md","Tragwerkssystem","","semantic_split","bausystem/Betonfertigteil_System","tragwerkstyp/Betonfertigteiltragwerk; bauteiltyp/Betonfertigteil","Classify first as Bauweise, Bausystem, Tragwerksprinzip, Bauteiltyp, Fuegung, or Reuse_Strategie; then derive Tragwerkstyp.","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Dachtragwerk_und_Fachwerk.md","Tragwerkssystem","","semantic_split","tragwerkstyp/Dachtragwerk","tragwerksprinzip/Fachwerk; bauteiltyp/Fachwerktraeger","Classify first as Bauweise, Bausystem, Tragwerksprinzip, Bauteiltyp, Fuegung, or Reuse_Strategie; then derive Tragwerkstyp.","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Design_for_Disassembly.md","Tragwerkssystem","","semantic_split","reuse_strategie/Design_for_Disassembly","methode/Design_for_Disassembly; tragwerkstyp/Demontierbares_Tragwerk","Classify first as Bauweise, Bausystem, Tragwerksprinzip, Bauteiltyp, Fuegung, or Reuse_Strategie; then derive Tragwerkstyp.","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Holz_Skelettbau.md","Tragwerkssystem","","semantic_split","bausystem/Holz_Skelettbau","tragwerkstyp/Holz_Skeletttragwerk; material/Holz","Classify first as Bauweise, Bausystem, Tragwerksprinzip, Bauteiltyp, Fuegung, or Reuse_Strategie; then derive Tragwerkstyp.","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\index.md","Tragwerkssystem","Tragwerkssysteme – Index","merge_into_index","bauweise_bausystem_tragwerk/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"tragwerkssystem\Reversible_Fuegung.md","Tragwerkssystem","","semantic_split","fuegung_verbindung/Reversible_Fuegung","tragwerkstyp/Demontierbares_Tragwerk","Classify first as Bauweise, Bausystem, Tragwerksprinzip, Bauteiltyp, Fuegung, or Reuse_Strategie; then derive Tragwerkstyp.","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Skelettbauweise.md","Tragwerkssystem","","semantic_split","tragwerksprinzip/Skelettbauweise","tragwerkstyp/Skeletttragwerk","Classify first as Bauweise, Bausystem, Tragwerksprinzip, Bauteiltyp, Fuegung, or Reuse_Strategie; then derive Tragwerkstyp.","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Stahl_Skelettbau.md","Tragwerkssystem","","semantic_split","bausystem/Stahl_Skelettbau","tragwerkstyp/Stahl_Skeletttragwerk; material/Stahl","Classify first as Bauweise, Bausystem, Tragwerksprinzip, Bauteiltyp, Fuegung, or Reuse_Strategie; then derive Tragwerkstyp.","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\to_sort\Betonfertigteile.md","Tragwerkssystem","","semantic_review_split","bauteiltyp/Betonfertigteil","bausystem/Betonfertigteil_System","to_sort item needs manual semantic placement before import.","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\Deckenplatten.md","Tragwerkssystem","","semantic_review_split","bauteiltyp/Deckenplatte","tragwerkstyp/Plattentragwerk","to_sort item needs manual semantic placement before import.","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\Holztragwerk.md","Tragwerkssystem","","semantic_review_split","tragwerkstyp/Holztragwerk","material/Holz","to_sort item needs manual semantic placement before import.","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\index.md","Tragwerkssystem","Allgemeines Tragwerk – Wiederverwendung im Bauwesen","merge_into_index","bauweise_bausystem_tragwerk/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"tragwerkssystem\to_sort\Ortbeton.md","Tragwerkssystem","","semantic_review_split","bauweise/Ortbetonbauweise","tragwerkstyp/Ortbetontragwerk; material/Beton","to_sort item needs manual semantic placement before import.","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\Tragende_Wände_Kerne.md","Tragwerkssystem","","semantic_review_split","bauteiltyp/Tragende_Wand","bauteiltyp/Kern; tragwerksprinzip/Wand_Kern_Tragwerk","to_sort item needs manual semantic placement before import.","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\Träger.md","Tragwerkssystem","","semantic_review_split","bauteiltyp/Traeger","","to_sort item needs manual semantic placement before import.","unsorted_content_do_not_autoload"
"tragwerkssystem\Tragende_Wand.md","Tragwerkssystem","","semantic_split","bauteiltyp/Tragende_Wand","tragwerksprinzip/Wandtragwerk","Classify first as Bauweise, Bausystem, Tragwerksprinzip, Bauteiltyp, Fuegung, or Reuse_Strategie; then derive Tragwerkstyp.","old_type_tragwerkssystem_overgeneralized"
"verbindung.md","Type","Verbindung","merge_into_index","fuegung_verbindung/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"verbindung\index.md","Verbindung","Verbindungen – Index","merge_into_index","fuegung_verbindung/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"verbindung\Klemmverbindung.md","Verbindung","","move_as_knot","fuegung_verbindung/Klemmverbindung","","Rename Verbindung to Fuegung_Verbindung; preserve demountability implications.",""
"verbindung\Stahlseil.md","Verbindung","","move_as_knot","fuegung_verbindung/Stahlseil","","Rename Verbindung to Fuegung_Verbindung; preserve demountability implications.",""
"verbindung\Steckverbindung.md","Verbindung","","move_as_knot","fuegung_verbindung/Steckverbindung","","Rename Verbindung to Fuegung_Verbindung; preserve demountability implications.",""
"verbindung\Verleimung.md","Verbindung","","move_as_knot","fuegung_verbindung/Verleimung","","Rename Verbindung to Fuegung_Verbindung; preserve demountability implications.",""
"verbindung\Vermoertelung.md","Verbindung","","move_as_knot","fuegung_verbindung/Vermoertelung","","Rename Verbindung to Fuegung_Verbindung; preserve demountability implications.",""
"verbindung\Verschraubung.md","Verbindung","","move_as_knot","fuegung_verbindung/Verschraubung","","Rename Verbindung to Fuegung_Verbindung; preserve demountability implications.",""
"verbindung\Verschweissung.md","Verbindung","","move_as_knot","fuegung_verbindung/Verschweissung","","Rename Verbindung to Fuegung_Verbindung; preserve demountability implications.",""
"werkzeug.md","Type","Werkzeug","merge_into_index","software_digitaltool/index","tooltyp/index","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"werkzeug\BIM.md","Werkzeug","","semantic_move","software_digitaltool/BIM","datenmodell_or_methode_review","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Bonsai_BlenderBIM.md","Werkzeug","","semantic_move","software_digitaltool/Bonsai_BlenderBIM","datenmodell_or_methode_review","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\CMEx.md","Werkzeug","CMEx","semantic_move","software_digitaltool/CMEx","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Concular_Plattform.md","Werkzeug","","semantic_move","software_digitaltool/Concular_Plattform","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Cycle_Up.md","Werkzeug","Cycle Up","semantic_move","software_digitaltool/Cycle_Up","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Dataview.md","Werkzeug","","semantic_move","software_digitaltool/Dataview","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\DGNB_Gebaeuderessourcenpass.md","Werkzeug","","semantic_move","dokumenttyp/Gebaeuderessourcenpass","zertifizierung_bewertungssystem/DGNB","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Excess_Materials_Exchange.md","Werkzeug","Excess Materials Exchange","semantic_move","software_digitaltool/Excess_Materials_Exchange","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\GIS_Urban_Mining.md","Werkzeug","","semantic_move","software_digitaltool/GIS_Urban_Mining","datenmodell_or_methode_review","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Globechain.md","Werkzeug","Globechain","semantic_move","software_digitaltool/Globechain","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\IFC_Viewer.md","Werkzeug","","semantic_move","software_digitaltool/IFC_Viewer","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\IfcOpenShell.md","Werkzeug","","semantic_move","software_digitaltool/IfcOpenShell","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\index.md","Werkzeug","Index","merge_into_index","software_digitaltool/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"werkzeug\Klimaschutz_Konfigurator.md","Werkzeug","","semantic_move","software_digitaltool/Klimaschutz_Konfigurator","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Library_of_Reuse.md","Werkzeug","Library of Reuse","semantic_move","software_digitaltool/Library_of_Reuse","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Loopfront.md","Werkzeug","Loopfront","semantic_move","software_digitaltool/Loopfront","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Maconda_Materialpass.md","Werkzeug","","semantic_move","software_digitaltool/Maconda_Materialpass","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Maconda_ROMULUS.md","Werkzeug","Maconda ROMULUS","semantic_move","software_digitaltool/Maconda_ROMULUS","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Madaster_Plattform.md","Werkzeug","","semantic_move","software_digitaltool/Madaster_Plattform","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Material_Index.md","Werkzeug","Material Index","semantic_move","software_digitaltool/Material_Index","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Material_Reuse_Portal.md","Werkzeug","Material Reuse Portal","semantic_move","software_digitaltool/Material_Reuse_Portal","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Materialdatenbank.md","Werkzeug","","semantic_move","software_digitaltool/Materialdatenbank","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\One_Click_Lca.md","Werkzeug","","semantic_move","software_digitaltool/One_Click_Lca","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\One_Click_LCA_Building_Circularity.md","Werkzeug","","semantic_move","software_digitaltool/One_Click_LCA_Building_Circularity","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Opalis_Plattform.md","Werkzeug","","semantic_move","software_digitaltool/Opalis_Plattform","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Platform_CB23.md","Werkzeug","","semantic_move","software_digitaltool/Platform_CB23","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Pre_Demolition_Audit_Tools.md","Werkzeug","","semantic_move","software_digitaltool/Pre_Demolition_Audit_Tools","datenmodell_or_methode_review","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Qflow.md","Werkzeug","","semantic_move","software_digitaltool/Qflow","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\QR_RFID_Materialtracking.md","Werkzeug","","semantic_move","software_digitaltool/QR_RFID_Materialtracking","datenmodell_or_methode_review","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Restado.md","Werkzeug","restado","semantic_move","software_digitaltool/Restado","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\ReUse_Toolkit.md","Werkzeug","","semantic_move","software_digitaltool/ReUse_Toolkit","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Reusefully_LINK.md","Werkzeug","Reusefully LINK","semantic_move","software_digitaltool/Reusefully_LINK","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Rheaply.md","Werkzeug","Rheaply","semantic_move","software_digitaltool/Rheaply","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Rhino.md","Werkzeug","","semantic_move","software_digitaltool/Rhino","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\RotorDB.md","Werkzeug","RotorDB","semantic_move","software_digitaltool/RotorDB","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\RotorDC.md","Werkzeug","RotorDC","semantic_move","software_digitaltool/RotorDC","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\SalvoWEB.md","Werkzeug","SalvoWEB","semantic_move","software_digitaltool/SalvoWEB","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Speckle.md","Werkzeug","","semantic_move","software_digitaltool/Speckle","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Superyard.md","Werkzeug","Superyard","semantic_move","software_digitaltool/Superyard","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Upcyclea.md","Werkzeug","Upcyclea","semantic_move","software_digitaltool/Upcyclea","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"werkzeug\Urban_Mining_Index.md","Werkzeug","","semantic_move","software_digitaltool/Urban_Mining_Index","","Most tools become Software_Digitaltool; generic methods/models move to method/data/document knots.","may_duplicate_bauteilboerse_or_akteur"
"wirtschaft.md","Type","Wirtschaft","merge_into_index","wirtschaft/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"wirtschaft\Finanzierung.md","Wirtschaft","","move_as_knot","wirtschaft/Finanzierung","","Economy knot; concrete numeric values become Datenpunkt.",""
"wirtschaft\Geschaeftsmodell.md","Wirtschaft","","move_as_knot","wirtschaft/Geschaeftsmodell","","Economy knot; concrete numeric values become Datenpunkt.",""
"wirtschaft\index.md","Wirtschaft","Wirtschaft – Index","merge_into_index","wirtschaft/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"wirtschaft\Kostenvergleich.md","Wirtschaft","","move_as_knot","wirtschaft/Kostenvergleich","","Economy knot; concrete numeric values become Datenpunkt.",""
"wirtschaft\Lebenszykluskosten.md","Wirtschaft","","move_as_knot","wirtschaft/Lebenszykluskosten","","Economy knot; concrete numeric values become Datenpunkt.",""
"wirtschaft\Preisbildung.md","Wirtschaft","","move_as_knot","wirtschaft/Preisbildung","","Economy knot; concrete numeric values become Datenpunkt.",""
"wirtschaft\Restwert.md","Wirtschaft","","move_as_knot","wirtschaft/Restwert","","Economy knot; concrete numeric values become Datenpunkt.",""
