id;cc;von;richtung;nach;beziehungsart;beschreibung;dauer;dauer_status;dauer_begruendung;dauer_warnung;type_correction;evidence_quote;evidence_url;dauer_evidence_quote;dauer_evidence_url
NL:K056;NL;SUPERLOCAL Expogebouw;B→A;Dusseldorp;Bauteillieferung;Lieferte Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Sloopbedrijf Dusseldorp is leverancier van de bouwmaterialen, die ze oogsten tijdens de sloop van de flat.;https://www.superlocal.eu/superlocal/expogebouw/;Sloopbedrijf Dusseldorp is leverancier van de bouwmaterialen, die ze oogsten tijdens de sloop van de flat.;https://www.superlocal.eu/superlocal/expogebouw/
NL:K057;NL;SUPERLOCAL Expogebouw;B→A;Bouwbedrijven Jongen;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;De aannemer, Bouwbedrijven Jongen was afhankelijk van de staat en kwaliteit van de geoogste materialen.;https://www.superlocal.eu/superlocal/expogebouw/;De aannemer, Bouwbedrijven Jongen was afhankelijk van de staat en kwaliteit van de geoogste materialen.;https://www.superlocal.eu/superlocal/expogebouw/
NL:K058;NL;SUPERLOCAL Expogebouw;B→A;SURD Research Centre / Zuyd;Forschungsbegleitung;Forschungsbegleitung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;een partnerschap gevormd tussen 12 partijen: HEEMwonen, Dusseldorp infra, sloop en milieutechniek, Bouwbedrijven Jongen, WML, Waterschapsbedrijf Limburg, Zuyd Hogeschool;https://www.kerkrade.nl/superlocal-bleijerheide;een partnerschap gevormd tussen 12 partijen: HEEMwonen, Dusseldorp infra, sloop en milieutechniek, Bouwbedrijven Jongen, WML, Waterschapsbedrijf Limburg, Zuyd Hogeschool;https://www.kerkrade.nl/superlocal-bleijerheide
NL:K061;NL;The Green House Utrecht;B→A;Pieters;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;stability: pieters bouwtechniek;https://www.cepezed.com/projects/the-green-house/;stability: pieters bouwtechniek;https://www.cepezed.com/projects/the-green-house/
NL:K063;NL;The Green House Utrecht;B→A;Ballast Nedam;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;main contractor: ballast nedam;https://www.cepezed.com/projects/the-green-house/;main contractor: ballast nedam;https://www.cepezed.com/projects/the-green-house/
NL:K065;NL;The Green House Utrecht;B→A;De Groot & Visser;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;facades: de groot & visser;https://www.cepezed.com/projects/the-green-house/;facades: de groot & visser;https://www.cepezed.com/projects/the-green-house/
NL:K066;NL;ABN AMRO;A→B;Circl;Bauherrschaft;Entwickelte und baute Circl.;einmalig;checked;Der Beleg beschreibt den abgeschlossenen Bau von Circl.;;Der Beleg nennt Entwicklung und Bau, aber keinen laufenden Betrieb.;ABN AMRO heeft dit pand circulair ontwikkeld en gebouwd om de opgedane kennis te delen en klanten goed over circulariteit te kunnen adviseren.;https://www.duurzaamnieuws.nl/abn-amro-geeft-circulair-bouwen-gezicht-met-paviljoen-circl/;ABN AMRO heeft dit pand circulair ontwikkeld en gebouwd om de opgedane kennis te delen en klanten goed over circulariteit te kunnen adviseren.;https://www.duurzaamnieuws.nl/abn-amro-geeft-circulair-bouwen-gezicht-met-paviljoen-circl/
NL:K068;NL;Villa Welpeloo Enschede;B→A;Superuse Studios / 2012Architecten;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Villa Welpeloo is a house and art studio designed and constructed in 2005 by Superuse Studios.;https://www.ellenmacarthurfoundation.org/circular-examples/finding-and-utilising-waste-materials-for-construction-purposes;Villa Welpeloo is a house and art studio designed and constructed in 2005 by Superuse Studios.;https://www.ellenmacarthurfoundation.org/circular-examples/finding-and-utilising-waste-materials-for-construction-purposes
NL:K069;NL;Superuse Studios / 2012Architecten;—;New Horizon UM;Kooperationsvereinbarung;Führen Oogstkaart.nl nach Übernahme fort.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Om die vraag te beantwoorden ontwikkelde Superuse Studios tien jaar geleden het platform Oogstkaart.nl. Met de overname door New Horizon Urban Mining moet het platform doorgroeien tot het belangrijkste platform op dit gebied in Nederland.;https://architectenweb.nl/nieuws/artikel.aspx?ID=47638;Om die vraag te beantwoorden ontwikkelde Superuse Studios tien jaar geleden het platform Oogstkaart.nl. Met de overname door New Horizon Urban Mining moet het platform doorgroeien tot het belangrijkste platform op dit gebied in Nederland.;https://architectenweb.nl/nieuws/artikel.aspx?ID=47638
NL:K070;NL;Woongroep Boschgaard;B→A;Bewohnerinitiative Boschgaard;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;het initiatief volledig bij de toekomstige bewoners vandaan komt;https://www.crowdbuilding.com/d/initiatieven/boschgaard;het initiatief volledig bij de toekomstige bewoners vandaan komt;https://www.crowdbuilding.com/d/initiatieven/boschgaard
NL:K071;NL;Woongroep Boschgaard;B→A;Zayaz;Bauherrschaft;Bauherrschaft.;dauerhaft;checked;Der Beleg sagt ausdrücklich, dass Zayaz Eigentümer bleibt.;;;Zayaz ondersteunt en faciliteert hen hierin. En blijft eigenaar van het gebouw;https://www.zayaz.nl/boschgaard;Zayaz ondersteunt en faciliteert hen hierin. En blijft eigenaar van het gebouw;https://www.zayaz.nl/boschgaard
NO:K001;NO;Loopfront;A→B;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);Gründung;Gründung des Reuse-Netzes.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Loopfront og Multiconsult etablerer nå nettverk for ombruk av byggematerialer.;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;Loopfront og Multiconsult etablerer nå nettverk for ombruk av byggematerialer.;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/
NO:K002;NO;KA13;B→A;Entra AS;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Developer: Entra;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;Developer: Entra;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo
NO:K003;NO;KA13;B→A;MAD arkitekter / Mad as;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Architect: Mad;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;Architect: Mad;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo
NO:K004;NO;KA13;B→A;FutureBuilt;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Kristian Augusts gate relates to FutureBuilt's criteria for circular buildings.;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;Kristian Augusts gate relates to FutureBuilt's criteria for circular buildings.;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo
NO:K005;NO;KA13;B→A;Asplan Viak;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Landscape Architect: Asplan Viak / Environmental Consultant: Asplan Viak AS;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;Landscape Architect: Asplan Viak / Environmental Consultant: Asplan Viak AS;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo
NO:K006;NO;KA13;B→A;Insenti;Reuse-Konzept;Reuse-Konzept.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Insenti er engasjert av Entra som byggherrens representant med byggeledelse, prosjektledelse, prosjekteringsgruppeledelse, miljørådgiving og ombrukskoordinering.;https://insenti.no/prosjekt/kristian-augusts-gate-13-ka13/;Insenti er engasjert av Entra som byggherrens representant med byggeledelse, prosjektledelse, prosjekteringsgruppeledelse, miljørådgiving og ombrukskoordinering.;https://insenti.no/prosjekt/kristian-augusts-gate-13-ka13/
NO:K007;NO;KA13;B→A;Scenario Interiørarkitekter;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Her har Scenario hatt ansvar for interiøret i kontorbyggets åtte etasjer.;https://www.scenario.no/prosjekter/ka13-tullinlokka;Her har Scenario hatt ansvar for interiøret i kontorbyggets åtte etasjer.;https://www.scenario.no/prosjekter/ka13-tullinlokka
NO:K011;NO;Asker kommune – Ombruk;A→B;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);Mitgliedschaft;Mitgliedschaft im Reuse-Netz.;befristeter Verbund;source_reopened;Die Folgequelle begrenzt das Netzwerkprojekt bis Sommer 2021.;;;deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;The project with regional reuse networks will initially run until spring and summer 2021.;https://blog.loopfront.com/blog/pressrelease-kpmg-building
NO:K012;NO;Asker kommune – Ombruk;B→A;Sirken;Dienstleistungsbeziehung;Erprobte Reuse-Container.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Kommunen tester ut Sirken, en selvbetjent butikk i kontainer, som gjør materialer fra rivingsprosjekter, og overskudd fra byggeprosjekter tilgjengelige.;https://www.asker.kommune.no/klima-og-natur/siste-nytt-om-klima-og-natur/tre-ar-med-sirkulare-fremskritt/;Kommunen tester ut Sirken, en selvbetjent butikk i kontainer, som gjør materialer fra rivingsprosjekter, og overskudd fra byggeprosjekter tilgjengelige.;https://www.asker.kommune.no/klima-og-natur/siste-nytt-om-klima-og-natur/tre-ar-med-sirkulare-fremskritt/
NO:K013;NO;Bodø Kommune;—;Nordlandsforskning AS;Kooperationsvereinbarung;Erforschen Bürgerbeteiligung in gemeinsam.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Bodø kommune i samarbeid med Nordlandsforskning, Nord universitet, Nordland fylkeskommune, Bodø/Glimt og Bodø Røde Kors utforske hvordan det kan gjøres.;https://www.an.no/bodo-en-barekraftig-og-samskapende-by/o/5-4-1367256;Bodø kommune i samarbeid med Nordlandsforskning, Nord universitet, Nordland fylkeskommune, Bodø/Glimt og Bodø Røde Kors utforske hvordan det kan gjøres.;https://www.an.no/bodo-en-barekraftig-og-samskapende-by/o/5-4-1367256
NO:K015;NO;Multiconsult;A→B;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);Gründung;Gründung des Reuse-Netzes.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Loopfront og Multiconsult etablerer nå nettverk for ombruk av byggematerialer.;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;Loopfront og Multiconsult etablerer nå nettverk for ombruk av byggematerialer.;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/
NO:K018;NO;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);B→A;TOBB;Mitgliedschaft;Mitgliedschaft im Reuse-Netz.;befristeter Verbund;source_reopened;Die Folgequelle begrenzt das Netzwerkprojekt bis Sommer 2021.;;;deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;The project with regional reuse networks will initially run until spring and summer 2021.;https://blog.loopfront.com/blog/pressrelease-kpmg-building
NO:K019;NO;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);B→A;Trondheim kommune;Mitgliedschaft;Mitgliedschaft im Reuse-Netz.;befristeter Verbund;source_reopened;Die Folgequelle begrenzt das Netzwerkprojekt bis Sommer 2021.;;;deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;The project with regional reuse networks will initially run until spring and summer 2021.;https://blog.loopfront.com/blog/pressrelease-kpmg-building
NO:K021;NO;TOBB;—;Rehub;Konsortialpartner;Arbeiteten im Vendom-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Partnere i Vendom: ... Rehub ... TOBB ...;https://tobb.no/itobb/tobb-med-i-vendom-veien-mot-en-sirkulaer-byggenaering/;Partnere i Vendom: ... Rehub ... TOBB ...;https://tobb.no/itobb/tobb-med-i-vendom-veien-mot-en-sirkulaer-byggenaering/
NO:K027;NO;OMBYGG;A→B;Sirkulær Ressurssentral;Betreiberschaft;Betreibt Reuse-Handel Ressourcenzentrale.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;I teltet tilbyr driftsselskapet Ombygg ombruksvarer av høy kvalitet og utleie av lagerplass til ombruksvarer.;https://www.ressurssentral.no/;I teltet tilbyr driftsselskapet Ombygg ombruksvarer av høy kvalitet og utleie av lagerplass til ombruksvarer.;https://www.ressurssentral.no/
SE:K001;SE;Åhlin & Ekeroth;A→B;Bygghubben;Konzernbindung;Ist Miteigentümerin von Bygghubben.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;Der Beleg nennt Åhlin & Ekeroth als Miteigentümerin.;Bygghubben, som Åhlin & Ekeroth är delägare i och en av initiativtagarna till;https://ahlin-ekeroth.se/bygghubben-i-nytt-samarbete-med-k-bygg/;Bygghubben, som Åhlin & Ekeroth är delägare i och en av initiativtagarna till;https://ahlin-ekeroth.se/bygghubben-i-nytt-samarbete-med-k-bygg/
SE:K002;SE;Akademiska Hus;—;Bjerking;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;14 parter ingår i projektkonsortium: RISE, Akademiska Hus, Bjerking, Codesign, Förbo, Heidelberg Materials-Precast Contiga, KTH, Magnolia Bostad, NCC, Palats;https://www.akademiskahus.se/om-oss/aktuellt/Nyheter/2023/december/samverkan-for-aterbruk-av-lastbarande-konstruktionsdelar/;14 parter ingår i projektkonsortium: RISE, Akademiska Hus, Bjerking, Codesign, Förbo, Heidelberg Materials-Precast Contiga, KTH, Magnolia Bostad, NCC, Palats;https://www.akademiskahus.se/om-oss/aktuellt/Nyheter/2023/december/samverkan-for-aterbruk-av-lastbarande-konstruktionsdelar/
SE:K003;SE;Akademiska Hus;—;Handslag för cirkulärt byggande;Konsortialpartner;Mitgliedschaft.;befristeter Verbund;source_reopened;Die Initiative endete laut Folgequelle nach vier Jahren.;;;Akademiska Hus;https://www.businessregiongoteborg.se/naringslivsutveckling/hallbar-utveckling/goteborgs-plattform-klimatneutralt-byggande/handslag-cirkulart-byggande;Handslag för cirkulärt byggande ... avrundas efter fyra år.;https://www.businessregiongoteborg.se/nyheter/vasakronan-blir-arets-aterbrukare-2026-omstallningen-gar-snabbt
SE:K005;SE;Akademiska Hus;—;Wiklunds Åkeri;Konsortialpartner;Arbeiteten im KRETS-Verbund zusammen.;dauerhaft;source_reopened;Die Folgequelle nennt ausdrücklich langfristige Zusammenarbeit.;;;Bland medlemmarna finns Vasakronan, Castellum, Wiklunds, Alecta Fastigheter, Akademiska Hus samt Uppsala klimatprotokoll;https://www.wiklunds.se/affarsomraden/cirkulart-byggande/;startskottet för ett långsiktigt samarbete;https://www.wiklunds.se/nyheter/2025-04-24-tillsammans-for-en-gemensam-aterbruksmarknad-i-stockholm-och-uppsala/
SE:K006;SE;Akademiska Hus;—;Palats;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;14 parter ingår i projektkonsortium: RISE, Akademiska Hus, Bjerking, Codesign, Förbo, Heidelberg Materials-Precast Contiga, KTH, Magnolia Bostad, NCC, Palats;https://www.akademiskahus.se/om-oss/aktuellt/Nyheter/2023/december/samverkan-for-aterbruk-av-lastbarande-konstruktionsdelar/;14 parter ingår i projektkonsortium: RISE, Akademiska Hus, Bjerking, Codesign, Förbo, Heidelberg Materials-Precast Contiga, KTH, Magnolia Bostad, NCC, Palats;https://www.akademiskahus.se/om-oss/aktuellt/Nyheter/2023/december/samverkan-for-aterbruk-av-lastbarande-konstruktionsdelar/
SE:K007;SE;Anthesis;—;NCC;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/
SE:K011;SE;Byggåterbruket (Umeå);B→A;Umeå kommun;Trägerschaft;Trägt das Reuse-Zentrum.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Byggåterbruket startade genom ett politiskt initiativ och är en del av Umeå kommun.;https://www.umea.se/download/18.1de870d7195cb1f57ec433c/1743065440894/KSHU_2025-01-28_protokoll.pdf;Byggåterbruket startade genom ett politiskt initiativ och är en del av Umeå kommun.;https://www.umea.se/download/18.1de870d7195cb1f57ec433c/1743065440894/KSHU_2025-01-28_protokoll.pdf
SE:K014;SE;Bygghubben;B→A;Teknikbyggarna;Konzernbindung;Ist Miteigentümerin von Bygghubben.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;Der Beleg nennt Teknikbyggarna als Miteigentümerin.;Vi är stolta delägare i ByggHubben, ett företag som främjar återbruk inom byggbranschen.;https://teknikbyggarna.se/hallbarhet/;Vi är stolta delägare i ByggHubben, ett företag som främjar återbruk inom byggbranschen.;https://teknikbyggarna.se/hallbarhet/
SE:K015;SE;Bygghubben;B→A;Wilzéns;Konzernbindung;Ist Miteigentümerin und Mitgründerin von Bygghubben.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;Der Beleg nennt Wilzéns als Miteigentümerin und Mitgründerin.;Under 2023 har Wilzéns blivit delägare i och en av grundarna till Bygghubben;https://wilzens.se/hallbarhet/;Under 2023 har Wilzéns blivit delägare i och en av grundarna till Bygghubben;https://wilzens.se/hallbarhet/
SE:K016;SE;Codesign Sweden AB;—;RISE (Research Institutes of Sweden);Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Innovationsprojektet Återhus leds av Codesign i samarbete med NCC, RISE och Stockholms stad;https://www.mynewsdesk.com/se/codesign/pressreleases/aaterhus-att-bygga-hus-av-hus-faar-vidare-finansiering-fraan-vinnova-3092349;Innovationsprojektet Återhus leds av Codesign i samarbete med NCC, RISE och Stockholms stad;https://www.mynewsdesk.com/se/codesign/pressreleases/aaterhus-att-bygga-hus-av-hus-faar-vidare-finansiering-fraan-vinnova-3092349
SE:K017;SE;Contiga;—;Fabege;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Medverkar gör även Stockholm stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH.;https://branschaktuellt.se/byggindustrin/62133-stora-aktorer-i-samverkan-om-aterhus/;Medverkar gör även Stockholm stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH.;https://branschaktuellt.se/byggindustrin/62133-stora-aktorer-i-samverkan-om-aterhus/
SE:K018;SE;Contiga;—;Zengun;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Samverkansparter i projektet Återhus: ... Contiga ... Zengun.;https://www.fabege.se/om-fabege/pressrum/nyheter/2022/hallbarhetshuset/;Samverkansparter i projektet Återhus: ... Contiga ... Zengun.;https://www.fabege.se/om-fabege/pressrum/nyheter/2022/hallbarhetshuset/
SE:K019;SE;Fabege;—;Reboost;Konsortialpartner;Trat bei und übergab eigenen Reuse-Hub.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;ansluter Fabege som ny medlem i Ragn-Sells Reboost;https://www.fabege.se/kunskap-och-inspiration/nyheter/2026/fabege-overlater-aterbrukshubb-till-ragn-sells-och-blir-medlem-i-reboost/;ansluter Fabege som ny medlem i Ragn-Sells Reboost;https://www.fabege.se/kunskap-och-inspiration/nyheter/2026/fabege-overlater-aterbrukshubb-till-ragn-sells-och-blir-medlem-i-reboost/
SE:K022;SE;Handslag för cirkulärt byggande;—;Vasakronan;Konsortialpartner;Mitgliedschaft.;befristeter Verbund;source_reopened;Die Initiative endete laut Folgequelle nach vier Jahren.;;;Vasakronan blev Årets Återbrukare 2026 för att i snart ett decennium ha visat vägen mot cirkulärt byggande och drivit på branschens omställning.;https://www.businessregiongoteborg.se/naringslivsutveckling/hallbar-utveckling/goteborgs-plattform-klimatneutralt-byggande/handslag-cirkulart-byggande;Handslag för cirkulärt byggande ... avrundas efter fyra år.;https://www.businessregiongoteborg.se/nyheter/vasakronan-blir-arets-aterbrukare-2026-omstallningen-gar-snabbt
SE:K023;SE;Helsingborgshem;—;ReCreate Sweden / KTH Architecture, Technique and Theory;Konsortialpartner;Verbundpartnerschaft.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;I den svenska piloten är Helsingborgshem huvudsaklig partner ... och KTH deltar.;https://www.kth.se/om/nyheter/centrala-nyheter/gammal-betong-far-nytt-liv-1.1077230;I den svenska piloten är Helsingborgshem huvudsaklig partner ... och KTH deltar.;https://www.kth.se/om/nyheter/centrala-nyheter/gammal-betong-far-nytt-liv-1.1077230
SE:K024;SE;Helsingborgshem;—;Strängbetong;Konsortialpartner;Arbeiteten im ReCreate-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;I ReCreate ingår även Consoliskoncernen som tillverkar prefabricerad betong, i Sverige representerad av Consolis Strängbetong.;https://www.mynewsdesk.com/se/helsingborgshem/pressreleases/aaterbruk-av-prefabricerade-betongelement-i-nya-byggnader-stort-internationellt-projekt-ska-utveckla-nya-loesningar-3102159;I ReCreate ingår även Consoliskoncernen som tillverkar prefabricerad betong, i Sverige representerad av Consolis Strängbetong.;https://www.mynewsdesk.com/se/helsingborgshem/pressreleases/aaterbruk-av-prefabricerade-betongelement-i-nya-byggnader-stort-internationellt-projekt-ska-utveckla-nya-loesningar-3102159
SE:K025;SE;ReCreate Sweden / KTH Architecture, Technique and Theory;—;NCC;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/
SE:K026;SE;Ragn-Sells;A→B;Reboost;Betreiberschaft;Betreibt Reuse-Dienst.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Ragn-Sells vill bidra till en mer cirkulär byggbransch och erbjuder en medlemsbaserad tjänst för kvalitetssäkrade återbrukade produkter.;https://www.ragnsells.se/vara-tjanster/integrerade-losningar/reboost/;Ragn-Sells vill bidra till en mer cirkulär byggbransch och erbjuder en medlemsbaserad tjänst för kvalitetssäkrade återbrukade produkter.;https://www.ragnsells.se/vara-tjanster/integrerade-losningar/reboost/
SE:K027;SE;Serviceförvaltningen und Miljöförvaltningen / Stockholms stad;—;Vasakronan;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Medverkar gör även Stockholm stad, Vasakronan, Fabege, Atrium Ljungberg;https://branschaktuellt.se/byggindustrin/62133-stora-aktorer-i-samverkan-om-aterhus/;Medverkar gör även Stockholm stad, Vasakronan, Fabege, Atrium Ljungberg;https://branschaktuellt.se/byggindustrin/62133-stora-aktorer-i-samverkan-om-aterhus/
SE:K028;SE;Svensk Betong;—;NCC;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/
SE:K029;SE;Vasakronan;—;Wiklunds Åkeri;Konsortialpartner;Arbeiteten im KRETS-Verbund zusammen.;dauerhaft;source_reopened;Die Folgequelle nennt ausdrücklich langfristige Zusammenarbeit.;;;Bland medlemmarna finns Vasakronan, Castellum, Wiklunds, Alecta Fastigheter, Akademiska Hus samt Uppsala klimatprotokoll;https://www.wiklunds.se/affarsomraden/cirkulart-byggande/;startskottet för ett långsiktigt samarbete;https://www.wiklunds.se/nyheter/2025-04-24-tillsammans-for-en-gemensam-aterbruksmarknad-i-stockholm-och-uppsala/
SE:K030;SE;Zengun;—;NCC;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/
SE:K031;SE;Kv Återbruket, Litteraturgatan/Selma stad, Göteborg;B→A;Liljewall Arkitekter;Entwurf;Entwarf Kv.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Kv Återbruket ‹ Liljewall Arkitekter – Göteborg, Stockholm & Malmö (eigene Projektseite);https://www.liljewall.se/projekt/kv-aterbruket/;Kv Återbruket ‹ Liljewall Arkitekter – Göteborg, Stockholm & Malmö (eigene Projektseite);https://www.liljewall.se/projekt/kv-aterbruket/
