"legacy_path","top_folder","legacy_type","title","bytes","heading_count","first_headings","url_count","wikilink_count","table_line_count","content_flags","migration_action","target_primary","target_secondary","risk_flags"
"akteur\07_materialinitiativen_hubs\BIZH.md","akteur","","BIZH","42672","125","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Rolle im Ã–kosystem | Abgrenzung zu anderen Akteursarten | Typische Arbeitsfragen | Kriterien fÃ¼r die Aufnahme in das Forschungsrepo","14","0","0","external_urls;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_core","akteur/BIZH","akteurtyp/materialinitiativen_hubs",""
"akteur\07_materialinitiativen_hubs\CRCLR_House.md","akteur","","CRCLR House","41378","109","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Rolle als Fallstudie | Unterschied zu Materialinitiativen | Schnittstelle zu Planung und Nachweis | Praxisbezug / Beispiele","7","0","0","external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_core","akteur/CRCLR_House","akteurtyp/materialinitiativen_hubs",""
"akteur\07_materialinitiativen_hubs\Haus_der_Materialisierung.md","akteur","","Haus der Materialisierung","43856","129","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Rolle als ReUse-Hub | Unterschied zu klassischen BauteilbÃ¶rsen | Relevante Materiallogik | Schnittstelle zu Architektur und Bauwesen","20","0","0","external_urls;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_core","akteur/Haus_der_Materialisierung","akteurtyp/materialinitiativen_hubs",""
"akteur\07_materialinitiativen_hubs\IfM_Initiativen_fuer_Materialkreislaeufe.md","akteur","","IfM â€“ Initiativen fÃ¼r MaterialkreislÃ¤ufe","2920","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","4","9","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_core","akteur/IfM_Initiativen_fuer_Materialkreislaeufe","akteurtyp/materialinitiativen_hubs",""
"akteur\07_materialinitiativen_hubs\Kunst_Stoffe_Berlin.md","akteur","","Kunst-Stoffe Berlin","40017","121","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Grundprinzip | Operative Bausteine | Unterschied zu professionellem Bauteilhandel | Kriterien fÃ¼r baupraktische Nutzung","16","0","0","external_urls;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_core","akteur/Kunst_Stoffe_Berlin","akteurtyp/materialinitiativen_hubs",""
"akteur\07_materialinitiativen_hubs\Material_Mafia.md","akteur","","Material Mafia","2963","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","5","9","0","external_urls;wikilinks;has_sources_section","move_as_core","akteur/Material_Mafia","akteurtyp/materialinitiativen_hubs",""
"akteur\08_digitale_plattformen_daten\Abriss_Atlas.md","akteur","","","5425","8","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie mit je 1â€“3 SÃ¤tzen Einordnung | Relevanz fÃ¼r Wiederverwendung / Entwerfen mit Bestand | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder | Quellen / Bezugslogik","4","0","0","external_urls;has_sources_section;numeric_or_metric_terms","semantic_move","software_digitaltool/Abriss_Atlas","akteur/Architects_For_Future_Deutschland; methode/Abrissmonitoring; kontextmerkmal/Bestandserhalt_Policy","old_actor_folder_contains_tool_profile"
"akteur\08_digitale_plattformen_daten\Madaster.md","akteur","","Madaster â€” vertieftes Forschungsdossier","49025","143","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Akteursprofil | Rolle im ReUse-Ã–kosystem | Datenquellen und Detailtiefe | Materialpass vs. GebÃ¤uderessourcenpass","16","0","0","external_urls;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","semantic_split","software_digitaltool/Madaster","akteur/Madaster; datenmodell/Materialpass; dokumenttyp/Gebaeuderessourcenpass; tooltyp/Materialkataster","hybrid_actor_platform_profile;duplicate_with_werkzeug_Madaster_Plattform"
"akteur\index.md","akteur","","Index","177","4","Zweck | Enthaltene Entitaeten | Wichtigste Cluster | Fehlende Entitaeten","0","1","0","wikilinks","merge_into_index","akteur/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"akteur\Research\00_INDEX.md","akteur","","Research-Restbestand","1225","2","Konsolidierte Dossiers | Verbleibende Arbeitsdatei","0","0","0","platform_terms","archive_as_source","quelle/00_INDEX","","index_content_may_contain_unique_gaps_or_cluster_lists"
"akteur\Research\Interviewleitfaden.md","akteur","","","10712","18","VerknÃ¼pfungen | Interviewkontext | Relevanz des Akteurs fÃ¼r das Forschungsfeld | MÃ¶gliche Themenschwerpunkte | Modul 1: Rolle und Ausgangspunkt | Modul 2: Begriffe und Zielsystem | Modul 3: Bestandserfassung und Materialdaten | Modul 4: RÃ¼ckbau, Demontage und QualitÃ¤t","5","0","0","external_urls;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","archive_as_source","quelle/Interviewleitfaden","",""
"akteur\Unternehmerverband_Historische_Baustoffe_UHB.md","akteur","","Unternehmerverband Historische Baustoffe e.V. (UHB)","2923","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","5","10","0","external_urls;wikilinks;has_sources_section;platform_terms","move_as_core","akteur/Unternehmerverband_Historische_Baustoffe_UHB","akteurtyp/Unternehmerverband_Historische_Baustoffe_UHB_md",""
"aufbereitungsmethode.md","aufbereitungsmethode.md","Type","Aufbereitungsmethode","107","0","","0","0","0","","merge_into_index","aufbereitungsverfahren/index","","old_schema_file_not_content_node"
"aufbereitungsmethode\Drahtglasschneiden.md","aufbereitungsmethode","Aufbereitungsmethode","","196","0","","1","1","0","external_urls;wikilinks","move_as_knot","aufbereitungsverfahren/Drahtglasschneiden","",""
"aufbereitungsmethode\Entmoertelung_von_Fliesen.md","aufbereitungsmethode","Aufbereitungsmethode","","11506","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Abgrenzung und Zielzustand | Voruntersuchung | Typische Verfahrenskette | Verfahrenswahl nach MÃ¶rteltyp","5","4","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","aufbereitungsverfahren/Entmoertelung_von_Fliesen","",""
"aufbereitungsmethode\Holzaufbereitung.md","aufbereitungsmethode","Aufbereitungsmethode","","11159","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | MaterialstrÃ¶me | Prozesskette | Tragende Wiederverwendung | Schadstoff- und Abfallrecht","8","3","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","aufbereitungsverfahren/Holzaufbereitung","",""
"aufbereitungsmethode\index.md","aufbereitungsmethode","Aufbereitungsmethode","Aufbereitungsmethoden â€“ Index","6718","6","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder","0","1","0","wikilinks;numeric_or_metric_terms","merge_into_index","aufbereitungsverfahren/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"aufbereitungsmethode\Leuchten_Refurbishment.md","aufbereitungsmethode","Aufbereitungsmethode","","10180","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Abgrenzung | Prozesskette | Rechtlicher und normativer Kern | QualitÃ¤tskriterien","3","2","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","aufbereitungsverfahren/Leuchten_Refurbishment","",""
"aufbereitungsmethode\Qualitaetssicherung.md","aufbereitungsmethode","Aufbereitungsmethode","","10579","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Grundprinzip: Eignung fÃ¼r einen bestimmten Einsatz | QualitÃ¤tssicherungsplan | PrÃ¼f- und Nachweismethoden | CE, CPR und Marktzugang","6","6","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","aufbereitungsverfahren/Qualitaetssicherung","",""
"aufbereitungsmethode\Rekonditionierung.md","aufbereitungsmethode","Aufbereitungsmethode","","9524","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ziel und Grenzen | Typische Prozessschritte | Geeignete Bauteilgruppen | QualitÃ¤tskriterien","5","4","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","aufbereitungsverfahren/Rekonditionierung","",""
"aufbereitungsmethode\Reparatur.md","aufbereitungsmethode","Aufbereitungsmethode","","9613","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Reparaturprozess | Typische Reparaturarten | Materialbezogene Hinweise | Reparaturgrenzen","4","6","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","aufbereitungsverfahren/Reparatur","",""
"bauteil.md","bauteil.md","Type","Bauteil","82","0","","0","0","0","","merge_into_index","bauteiltyp/index","","old_schema_file_not_content_node"
"bauteil\Betonfertigteil.md","bauteil","Bauteil","","18318","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Typen und Wiederverwendungslogik | Bewertungs- und Entscheidungsparameter | PrÃ¼f- und Nachweiskette | Rechtliche und normative Einordnung","17","6","0","external_urls;wikilinks;has_sources_section;platform_terms;donor_receiver_terms;numeric_or_metric_terms","move_as_knot","bauteiltyp/Betonfertigteil","",""
"bauteil\Brettschichtholzstuetze.md","bauteil","Bauteil","","12790","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Bauteilfunktion und Tragverhalten | Material- und Produktmerkmale | PrÃ¼fung und Bewertung fÃ¼r Wiederverwendung | Entwurfs- und Detailkriterien","0","5","0","wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","bauteiltyp/Brettschichtholzstuetze","",""
"bauteil\Brettsperrholzdecke.md","bauteil","Bauteil","","15694","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Bauteilaufbau und reuse-relevante Merkmale | PrÃ¼fung und Bewertung | Entwurfs- und Detailprinzipien fÃ¼r Wiederverwendung | Wiederverwendungsoptionen","12","9","0","external_urls;wikilinks;has_sources_section;certification_terms;donor_receiver_terms;numeric_or_metric_terms","move_as_knot","bauteiltyp/Brettsperrholzdecke","",""
"bauteil\Dachtragwerk.md","bauteil","Bauteil","","12153","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Tragwerksarten | Lastabtrag und WiederverwendungsprÃ¼fung | Erfassung im Pre-Demolition-Audit | ZerstÃ¶rungsarme Demontage","0","6","0","wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","bauteiltyp/Dachtragwerk","",""
"bauteil\Deckenplatte.md","bauteil","Bauteil","","15483","10","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Haupttypen und Wiederverwendungseignung | Kriterien fÃ¼r Wiederverwendbarkeit | Prozess fÃ¼r Deckenplatten-Reuse | Praxisbezug / Beispiele","14","9","0","external_urls;wikilinks;has_sources_section;donor_receiver_terms;numeric_or_metric_terms","move_as_knot","bauteiltyp/Deckenplatte","",""
"bauteil\Fachwerktraeger.md","bauteil","Bauteil","","11461","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Typen und Materialien | Tragverhalten | Bewertung im Bestand | RÃ¼ckbau und ZwischenzustÃ¤nde","0","6","0","wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","bauteiltyp/Fachwerktraeger","",""
"bauteil\Fassade.md","bauteil","Bauteil","Fassade","915","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","4","0","wikilinks","move_as_knot","bauteiltyp/Fassade","",""
"bauteil\Fenster.md","bauteil","Bauteil","Fenster","956","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","5","0","wikilinks","move_as_knot","bauteiltyp/Fenster","",""
"bauteil\Feuerschutztuer.md","bauteil","Bauteil","Feuerschuetztuer","767","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","0","0","","move_as_knot","bauteiltyp/Feuerschutztuer","",""
"bauteil\Holzrahmenelement.md","bauteil","Bauteil","","14352","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Bauteilstruktur und reuse-relevante Schichten | Verbindung und Demontierbarkeit | PrÃ¼f- und Bewertungskriterien | Wiederverwendungsstrategien","11","5","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","bauteiltyp/Holzrahmenelement","",""
"bauteil\index.md","bauteil","Bauteil","Bauteile â€“ Index","7924","6","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder","0","0","0","numeric_or_metric_terms","merge_into_index","bauteiltyp/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"bauteil\Leuchte.md","bauteil","Bauteil","Leuchte","749","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","0","0","","move_as_knot","bauteiltyp/Leuchte","",""
"bauteil\Pfette.md","bauteil","Bauteil","","10531","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Pfettentypen | Tragverhalten | Erfassung und Sortierung | Holzpfetten","0","6","0","wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","bauteiltyp/Pfette","",""
"bauteil\Sanitaerobjekt.md","bauteil","Bauteil","Sanitaerobjekt","806","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","1","0","wikilinks","move_as_knot","bauteiltyp/Sanitaerobjekt","",""
"bauteil\Stuetze.md","bauteil","Bauteil","","10522","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Tragverhalten | Materialbezogene Bewertung | PrÃ¼f- und Entscheidungsprozess | Entwurfsstrategien","0","8","0","wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","bauteiltyp/Stuetze","",""
"bauteil\Traeger.md","bauteil","Bauteil","","12077","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | TrÃ¤gertypen | Tragverhalten und Nachweise | Bestandserfassung | Materialbezogene PrÃ¼fung","0","8","0","wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","bauteiltyp/Traeger","",""
"bauteil\Treppe.md","bauteil","Bauteil","Treppe","781","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","1","0","wikilinks","move_as_knot","bauteiltyp/Treppe","",""
"bauteil\Treppenwange.md","bauteil","Bauteil","Treppenwange","718","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","0","0","","move_as_knot","bauteiltyp/Treppenwange","",""
"bauteil\Wand.md","bauteil","Bauteil","","16652","10","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Untertypen und Wiederverwendungsstrategien | Bewertungsparameter fÃ¼r Wand-Reuse | Entscheidungslogik | Praxisbezug / Beispiele","15","12","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","bauteiltyp/Wand","",""
"bauteilboerse\articonnex.md","bauteilboerse","BauteilbÃ¶rse","Articonnex","2193","17","Kurzbeschreibung | Land / Region | Betreiber | Zielgruppe | Plattformtyp | Bauteilkategorien | Art der Wiederverwendung | Funktionen","3","0","0","external_urls;has_sources_section","split_platform_profile","software_digitaltool/articonnex","akteur/<operator_if_named>; beschaffungsweg/Digitale_Plattform; ressourcenquelle/Bauteilboerse; plattformfunktion/Material_Matching","duplicate_with_akteur_or_werkzeug"
"bauteilboerse\backacia.md","bauteilboerse","BauteilbÃ¶rse","Backacia","2076","17","Kurzbeschreibung | Land / Region | Betreiber | Zielgruppe | Plattformtyp | Bauteilkategorien | Art der Wiederverwendung | Funktionen","3","0","0","external_urls;has_sources_section;platform_terms","split_platform_profile","software_digitaltool/backacia","akteur/<operator_if_named>; beschaffungsweg/Digitale_Plattform; ressourcenquelle/Bauteilboerse; plattformfunktion/Material_Matching","duplicate_with_akteur_or_werkzeug"
"bauteilboerse\baticycle.md","bauteilboerse","BauteilbÃ¶rse","BÃ¢ticycle","2056","17","Kurzbeschreibung | Land / Region | Betreiber | Zielgruppe | Plattformtyp | Bauteilkategorien | Art der Wiederverwendung | Funktionen","3","0","0","external_urls;has_sources_section","split_platform_profile","software_digitaltool/baticycle","akteur/<operator_if_named>; beschaffungsweg/Digitale_Plattform; ressourcenquelle/Bauteilboerse; plattformfunktion/Material_Matching","duplicate_with_akteur_or_werkzeug"
"bauteilboerse\batiterre.md","bauteilboerse","BauteilbÃ¶rse","BatiTerre","2565","17","Kurzbeschreibung | Land / Region | Betreiber | Zielgruppe | Plattformtyp | Bauteilkategorien | Art der Wiederverwendung | Funktionen","4","0","0","external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","split_platform_profile","software_digitaltool/batiterre","akteur/<operator_if_named>; beschaffungsweg/Digitale_Plattform; ressourcenquelle/Bauteilboerse; plattformfunktion/Material_Matching","duplicate_with_akteur_or_werkzeug"
