"fallstudie","reuse_einsatz","legacy_path","bauteil","material","herkunft","menge_umfang"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__003__Fassadenelemente","Gebäude\Peoples_Pavilion_Eindhoven.md","Fassadenelemente","gemischt","Lieferanten/Leihgeber","unbekannt"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__004__Glasdach","Gebäude\Peoples_Pavilion_Eindhoven.md","Glasdach","Glas / Rahmen unbekannt","Leihgeber","unbekannt"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__005__Pretty_Plastic_shingles","Gebäude\Peoples_Pavilion_Eindhoven.md","Pretty Plastic shingles","Kunststoff aus Haushaltsabfall","Eindhoven residents / Morssinkhof?","9,500 Stück laut MaterialDistrict"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__006__Beleuchtung","Gebäude\Peoples_Pavilion_Eindhoven.md","Beleuchtung","unbekannt","geliehen","unbekannt"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__007__lose_M_bel","Gebäude\Peoples_Pavilion_Eindhoven.md","lose Möbel","gemischt","geliehen","unbekannt"
"Plattenpalast_Berlin","Plattenpalast_Berlin__001__Wand_Deckenelemente_Gro_fl_chenplatten","Gebäude\Plattenpalast_Berlin.md","Wand-/Deckenelemente / Großflächenplatten","Stahlbetonfertigteile WBS70","rückgebaute Plattenbauten; genaue Donoradresse unbekannt","13 Platten"
"Plattenpalast_Berlin","Plattenpalast_Berlin__002__Fenster_inkl_Rahmen","Gebäude\Plattenpalast_Berlin.md","Fenster inkl. Rahmen","Aluminium/Glas; Spezifikation unbekannt","Palast der Republik, Berlin","S6 nennt 12; Hauptquellen ohne Anzahl"
"Plattenpalast_Berlin","Plattenpalast_Berlin__003__Stahllaschen_Bolzen_reversible_D_bel","Gebäude\Plattenpalast_Berlin.md","Stahllaschen, Bolzen, reversible Dübel","Stahl","neu oder wiederverwendet: unbekannt","unbekannt"
"Plattenpalast_Berlin","Plattenpalast_Berlin__004__Plattenauflager","Gebäude\Plattenpalast_Berlin.md","Plattenauflager","Gummigranulat mit Polyurethan-Bindemittel","unbekannt; Reuse nicht belegt","unbekannt"
"Plattenpalast_Berlin","Plattenpalast_Berlin__005__St_rze_ber_ffnungen","Gebäude\Plattenpalast_Berlin.md","Stürze über Öffnungen","Beton mit Carbonfaser-Bewehrung","unbekannt; Reuse nicht belegt","unbekannt"
"Plattenpalast_Berlin","Plattenpalast_Berlin__006__Fugenverschluss","Gebäude\Plattenpalast_Berlin.md","Fugenverschluss","selbstverdichtender Beton","neu","unbekannt"
"Plattenpalast_Berlin","Plattenpalast_Berlin__007__Innend_mmung","Gebäude\Plattenpalast_Berlin.md","Innendämmung","Silikatdämmung","neu; Reuse nicht belegt","unbekannt"
"Plattenpalast_Berlin","Plattenpalast_Berlin__008__TGA_Sanit_r_Beleuchtung_feste_Einbauten","Gebäude\Plattenpalast_Berlin.md","TGA/Sanitär/Beleuchtung/feste Einbauten","unbekannt","unbekannt","unbekannt"
"Plattenvereinigung_Berlin","Plattenvereinigung_Berlin__001__ost_und_westdeutsche_Plattenbauteile","Gebäude\Plattenvereinigung_Berlin.md","ost- und westdeutsche Plattenbauteile","Betonfertigteile","Olympisches Dorf München und PH12-Hochhaus Frankfurt/Oder","unbekannt"
"Plattenvereinigung_Berlin","Plattenvereinigung_Berlin__002__Wand_Fassadenelemente","Gebäude\Plattenvereinigung_Berlin.md","Wand-/Fassadenelemente","Betonfertigteile","München / Frankfurt-Oder; genaue Zuordnung unbekannt","unbekannt"
"Plattenvereinigung_Berlin","Plattenvereinigung_Berlin__003__Deckenelemente_Zwischendecke","Gebäude\Plattenvereinigung_Berlin.md","Deckenelemente / Zwischendecke","Betonfertigteile; genaue Art unbekannt","unbekannt innerhalb der genannten Quellen","unbekannt"
"Plattenvereinigung_Berlin","Plattenvereinigung_Berlin__004__Treppenelemente","Gebäude\Plattenvereinigung_Berlin.md","Treppenelemente","Betonfertigteile; genaue Art unbekannt","unbekannt innerhalb der genannten Quellen","unbekannt"
"Plattenvereinigung_Berlin","Plattenvereinigung_Berlin__005__Prim_rtragwerk_Aussteifung","Gebäude\Plattenvereinigung_Berlin.md","Primärtragwerk / Aussteifung","unbekannt","unbekannt","unbekannt"
"Plattenvereinigung_Berlin","Plattenvereinigung_Berlin__006__Fenster_T_ren_Dach_TGA_Sanit_r_Beleuchtung_feste","Gebäude\Plattenvereinigung_Berlin.md","Fenster/Türen/Dach/TGA/Sanitär/Beleuchtung/feste Einbauten","unbekannt","unbekannt","unbekannt"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__001__Terrazzo_Arbeitsfl_chen_K_chenfl_chen","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Terrazzo-Arbeitsflächen / Küchenflächen","Terrazzo mit Probenfragmenten","Samples früherer PLP-Projekte","unbekannt"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__002__Materialbibliothek_Oberfl_chen","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Materialbibliothek-Oberflächen","Terrazzo / Samplefragmente","frühere Projektmuster","unbekannt"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__003__Reclaimed_marble","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Reclaimed marble","Marmor","Grants of Shoreditch / unklar","unbekannt"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__004__vorhandene_Elemente_aus_altem_neuem_Studio","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","vorhandene Elemente aus altem/neuem Studio","gemischt","vorheriges PLP-Studio und vorhandene neue Fläche","in 92-%-Kennwert enthalten"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__005__reconditioned_office_furniture","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","reconditioned office furniture","gemischt","vorheriges Studio","in Gesamtkennwert enthalten"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__006__technische_Komponenten","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","technische Komponenten","unbekannt","unbekannt","unbekannt"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__001__Betonbl_cke_Bogensegmente","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Betonblöcke / Bogensegmente","Stahlbeton/Ortbeton","Kellerwände eines Gebäudes unter größerer Transformation; genauer Standort unbekannt","25 Blöcke"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__002__Nachspannkabel_Verbindungssystem","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Nachspannkabel / Verbindungssystem","Stahl; genaue Spezifikation unbekannt","neu oder wiederverwendet: unbekannt","unbekannt"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__003__Widerlager_Auflager","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Widerlager / Auflager","unbekannt","unbekannt","unbekannt"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__004__Gel_nder_Belag_Beleuchtung_TGA_Sanit_r","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Geländer, Belag, Beleuchtung, TGA, Sanitär","unbekannt","unbekannt","unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__001__Aluminiumfenster","Gebäude\Recyclinghaus_Hannover.md","Aluminiumfenster","Aluminium/Glas","u. a. ehemaliges Jugendzentrum / Bauherrbestand","alle Fenster laut ELEMENTE; genaue Anzahl unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__002__alte_Glasscheiben_aus_Fenstern","Gebäude\Recyclinghaus_Hannover.md","alte Glasscheiben aus Fenstern","Glas","Reuse-Fenster","unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__003__Faserzement_Eternitplatten","Gebäude\Recyclinghaus_Hannover.md","Faserzement-/Eternitplatten","Faserzement","ehemaliges evangelisches Haus der Jugend / Jugendzentrum","Teil der 90-%-Reuse-Fassade"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__004__Profilbauglas","Gebäude\Recyclinghaus_Hannover.md","Profilbauglas","Glas","alte/stillgelegte Lackiererei","unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__005__Wellblech","Gebäude\Recyclinghaus_Hannover.md","Wellblech","Metall","unbekannt","unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__006__Holzleisten_alte_Saunab_nke","Gebäude\Recyclinghaus_Hannover.md","Holzleisten / alte Saunabänke","Holz","Sportzentrum/Sauna","unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__007__historische_Bauernhaust_r","Gebäude\Recyclinghaus_Hannover.md","historische Bauernhaustür","Holz/Metall unbekannt","unbekannt","einzelne Türflügel"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__008__Messebauplatten","Gebäude\Recyclinghaus_Hannover.md","Messebauplatten","Holzwerkstoff/Plattenmaterial","Messebauer in Hannover","mehr als Hälfte Innenmaterialien laut DAB; genaue Menge unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__009__Abbruchziegel","Gebäude\Recyclinghaus_Hannover.md","Abbruchziegel","Ziegel","Abbruch","unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__010__Waschbecken_Sanit_r","Gebäude\Recyclinghaus_Hannover.md","Waschbecken / Sanitär","Keramik/Metall","unbekannt","unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__011__Fliesen_Kronkorken_Mosaik","Gebäude\Recyclinghaus_Hannover.md","Fliesen / Kronkorken-Mosaik","Keramik/Metall","gebraucht/Restmaterial","unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__012__alter_vor_Ort_gefundener_Beton_Gehwegplatten_Blo","Gebäude\Recyclinghaus_Hannover.md","alter vor Ort gefundener Beton / Gehwegplatten / Blockstufen / Pflaster","Beton/Stein","Außenraum/Bestand","unbekannt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__013__Rohbau","Gebäude\Recyclinghaus_Hannover.md","Rohbau","leimfreies Massivholz","neu","285 m² BGF-Projekt"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__014__Fundament_Bodenplatte","Gebäude\Recyclinghaus_Hannover.md","Fundament/Bodenplatte","Recyclingbeton","Recyclingmaterial","42 % Altmaterial im Beton"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__001__Brettschichtholzb_gen","Gebäude\Recypark_Demets_Anderlecht.md","Brettschichtholzbögen","Brettschichtholz","ehemalige Reithalle bei Liège/Bierset","20 wiederverwendete Bögen"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__002__Neue_Brettschichtholzb_gen","Gebäude\Recypark_Demets_Anderlecht.md","Neue Brettschichtholzbögen","Brettschichtholz neu","neu","unbekannt"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__003__Dachaufbau","Gebäude\Recypark_Demets_Anderlecht.md","Dachaufbau","unbekannt","unbekannt","unbekannt"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__004__PV_Anlage","Gebäude\Recypark_Demets_Anderlecht.md","PV-Anlage","unbekannt","neu/unklar","unbekannt"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__005__Skatepark_Fl_chen","Gebäude\Recypark_Demets_Anderlecht.md","Skatepark-Flächen","Beton/Belag unbekannt","unbekannt","unbekannt"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__006__Fassaden_W_nde","Gebäude\Recypark_Demets_Anderlecht.md","Fassaden / Wände","unbekannt","unbekannt","unbekannt"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__007__T_ren_Tore","Gebäude\Recypark_Demets_Anderlecht.md","Türen / Tore","unbekannt","unbekannt","unbekannt"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__008__TGA_Sanit_r_Beleuchtung","Gebäude\Recypark_Demets_Anderlecht.md","TGA / Sanitär / Beleuchtung","unbekannt","unbekannt","unbekannt"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__001__einfachverglaste_Holzfenster","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","einfachverglaste Holzfenster","Holz/Glas","thermische Sanierung eines Wohngebäudes in Épinay-sur-Seine, <4 km","450 m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__002__doppeltverglaste_Holzfenster","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","doppeltverglaste Holzfenster","Holz/Glas","diverse Reinigungen / Le Bon Coin / Unternehmen","60 m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__003__BTC_Ziegel","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","BTC-Ziegel","gepresste Erde","Bellastock „Ville des Terres“, Erde Grand Paris; zwischengelagert","6.000 Stück / 125 m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__004__ausgehobene_Erde","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","ausgehobene Erde","Erde","in situ / Baustelle","unbekannt"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__005__Solivage_Reste","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Solivage-Reste","Holz","in situ / Baustelle","140 ml, 5×15 cm"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__006__mobile_Trennwand","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","mobile Trennwand","unbekannt","ENGIE-Baustelle Saint-Denis via Métabolisme Urbain","11 m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__007__Glast_ren","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Glastüren","Glas/Metall/Holz","ENGIE-Baustelle Saint-Denis via Métabolisme Urbain","14 Stück"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__008__Leuchten","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Leuchten","Metall/Elektrik","ENGIE-Baustelle Saint-Denis via Métabolisme Urbain","60 Stück / 100 %"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__009__Obstk_rbe_als_Lampenschirme","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Obstkörbe als Lampenschirme","unbekannt","Novaedia in situ","unbekannt"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__010__WC_und_Handwaschbecken","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","WC und Handwaschbecken","Keramik/Metall","Association Réavie","14 Stück / 100 %"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__011__Radiatoren","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Radiatoren","Guss","Le Bon Coin","42 Stück / 100 %"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__012__Granitpflaster","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Granitpflaster","Granit","Stadt Paris","140 m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__013__Paletten","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Paletten","Holz","in situ Baustelle","unbekannt"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__014__Akustik_Baffles","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Akustik-Baffles","unbekannt","ENGIE-Baustelle via Métabolisme Urbain","unbekannt"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__015__Holz_CLT_Leimholz","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Holz/CLT/Leimholz","Holz neu, französische Wälder","neu","Hauptstruktur"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Stroh/Lehmputz","Stroh, Erde","bio-/geosourciert","unbekannt"
"Resource_Rows_Copenhagen","Resource_Rows_Copenhagen__001__Ziegelfassadenmodule_Mauerwerksausschnitte","Gebäude\Resource_Rows_Copenhagen.md","Ziegelfassadenmodule / Mauerwerksausschnitte","Ziegel + Mörtelverbund","abgebrochene / rückgebaute Gebäude, genaue Donoren zu prüfen","unbekannt"
"Resource_Rows_Copenhagen","Resource_Rows_Copenhagen__002__Reuse_Holz_Au_enbereiche","Gebäude\Resource_Rows_Copenhagen.md","Reuse-Holz / Außenbereiche","Holz","unbekannt","unbekannt"
"Resource_Rows_Copenhagen","Resource_Rows_Copenhagen__003__Fenster_Glas","Gebäude\Resource_Rows_Copenhagen.md","Fenster / Glas","unbekannt","unbekannt","unbekannt"
"Resource_Rows_Copenhagen","Resource_Rows_Copenhagen__004__Tragwerk_Neubau","Gebäude\Resource_Rows_Copenhagen.md","Tragwerk Neubau","Beton/Stahl/Holz unbekannt","neu / unbekannt","unbekannt"
"Resource_Rows_Copenhagen","Resource_Rows_Copenhagen__005__Innenw_nde","Gebäude\Resource_Rows_Copenhagen.md","Innenwände","unbekannt","unbekannt","unbekannt"
"Resource_Rows_Copenhagen","Resource_Rows_Copenhagen__006__D_mmung","Gebäude\Resource_Rows_Copenhagen.md","Dämmung","unbekannt","unbekannt","unbekannt"
"Resource_Rows_Copenhagen","Resource_Rows_Copenhagen__007__Sanit_r_TGA","Gebäude\Resource_Rows_Copenhagen.md","Sanitär / TGA","unbekannt","unbekannt","unbekannt"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__001__Stahltr_ger_profile","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Stahlträger/-profile","Stahl","1 Broadgate / 1–2 Broadgate, City of London","30 t oder 139 t, Quellenkonflikt"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__002__vorhandener_Stahl_aus_Blackfriars_Bestand","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","vorhandener Stahl aus Blackfriars-Bestand","Stahl","Blackfriars Crown Court","unbekannt"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__003__Fundamente_erste_Geschosse","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Fundamente / erste Geschosse","Beton/Stahl","Blackfriars Crown Court","unbekannt"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__004__Fassade_Au_enw_nde_Bestand","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Fassade / Außenwände Bestand","Mauerwerk / unbekannt","Blackfriars Crown Court","unbekannt"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__005__Bestandsglas_ffnungsfenster","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Bestandsglas / Öffnungsfenster","Glas/Holz/Stahl unbekannt","Blackfriars Crown Court","unbekannt"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__006__iQ_Nachfolge_recycelte_Materialien","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","iQ-Nachfolge: recycelte Materialien","Ziegel/Aluminium etc.","Bestandsgebäude","mindestens 20% existing materials recycled back, laut Turley"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__007__T_ren_Treppen_Gel_nder_TGA_Sanit_r_Beleuchtung_f","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Türen, Treppen, Geländer, TGA, Sanitär, Beleuchtung, feste Einbauten","unbekannt","unbekannt","unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__001__St_tzen_Pfosten","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Stützen / Pfosten","Schedule-40-Stahlrohr","Ölindustrie / Drill-Stem-Pipe","Durchmesser 2, 3, 3.5 inch; Stückzahl unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Dachtragwerk / Rohrträger","Stahlrohr","Ölindustrie / Drill-Stem-Pipe","unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__003__Purlins","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Purlins","Holz und WT-Stahl","teils neu, teils unbekannt","unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__004__Aussteifung","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Aussteifung","Stahlstäbe","unbekannt","unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__005__Tore_Bekleidung","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Tore / Bekleidung","wetternde Stahl-Offcuts","benachbarte Winery-Shoring-Walls","unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__006__Wellstahlpaneele","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Wellstahlpaneele","perforierter, wetternder Stahl","unbekannt","unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__007__Glas_PV_Dach","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Glas-PV-Dach","laminierte Glasmodule","neu / unbekannt","ca. 87.000–88.700 kWh/a Ertrag"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__008__Decken","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Decken","unbekannt","unbekannt","unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__009__Fenster","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Fenster","unbekannt","unbekannt","unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__010__T_ren","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Türen","Stahl-Offcut-Tore","s. Tore","unbekannt"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__011__TGA","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","TGA","PV-Anlage","neu / unbekannt","ca. 87.000–88.700 kWh/a"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__001__Wohnungsteile_Betonunits","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Wohnungsteile / Betonunits","Stahlbeton / Beton","Wohnung aus Hochhausflat Ursulastraat","3 Teile; je ca. 45 t laut Projektseite; andere Meldung ca. 40 t"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__002__Aluminiumrohre","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Aluminiumrohre","Aluminium","Donorflat","unbekannt"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__003__Heizk_rper_Radiatoren","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Heizkörper / Radiatoren","Metall","Donorflat","unbekannt"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__004__Plattenmaterial","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Plattenmaterial","unbekannt","Donorflat","unbekannt"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__005__Fenster_Kozijnen","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Fenster-/Kozijnen","Holz/Glas? unbekannt","Donorflat","unbekannt"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__006__Haust_ren_Voordeuren","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Haustüren / Voordeuren","unbekannt","Donorflat","unbekannt"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__007__Gel_nder","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Geländer","Metall","Donorflat","unbekannt"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__008__Br_stungen_Borstweringen","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Brüstungen / Borstweringen","Beton/Metall unbekannt","Donorflat","unbekannt"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__009__K_che_K_chenunit","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Küche / Küchenunit","unbekannt","Donorflat","1 Einheit genannt"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__010__Pflaster_Bodenplatten_au_en","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Pflaster / Bodenplatten außen","Beton/Stein","Originalpflaster und Wohnungs-Bodenplatten Ursulastraat sowie andere Quellen","vollständig um das Gebäude herum; Menge unbekannt"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__001__Holz_Dachbinder_timber_trusses","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Holz-Dachbinder / timber trusses","Holz","ehemalige Sporthalle / Schule","unbekannt"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__002__Holzrafters_tr_sp_r","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Holzrafters / træspær","Holz","Gladsaxe School","unbekannt"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__003__Ziegel_bricks","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Ziegel / bricks","Keramik","alte Schule","unbekannt"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__004__Dachziegel_roof_tiles_vingetegl","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Dachziegel / roof tiles / vingetegl","Keramik","alte Schule","unbekannt"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__005__Stahlfassadenelemente_facade_panels","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Stahlfassadenelemente / facade panels","Stahl/Metall","alte Schule","unbekannt"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__006__Beton","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Beton","Beton","abgebrochene Schule","6.000 t zerkleinert; 600 t als grober Zuschlag"
