"fallstudie","datenpunkt","legacy_path","kennwert","wert","einheit"
"The_Green_House_Utrecht","The_Green_House_Utrecht__010__Bauzeit","Gebäude\The_Green_House_Utrecht.md","Bauzeit","2016–2018 ungefähr","Jahre"
"The_Green_House_Utrecht","The_Green_House_Utrecht__013__Lebensdauer","Gebäude\The_Green_House_Utrecht.md","Lebensdauer","Standort 15; Bauteillebensdauer unbekannt","Jahre"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__001__Materialwiederverwendung","Gebäude\Thoravej_29_Copenhagen.md","Materialwiederverwendung","95","%"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__002__CO_Reduktion_gegen_ber_Neubau","Gebäude\Thoravej_29_Copenhagen.md","CO₂-Reduktion gegenüber Neubau","bis 88","%"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__003__Abfallreduktion","Gebäude\Thoravej_29_Copenhagen.md","Abfallreduktion","90","%"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__004__Fl_che","Gebäude\Thoravej_29_Copenhagen.md","Fläche","6.224 / 6.336","m²"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__005__Fertigstellung","Gebäude\Thoravej_29_Copenhagen.md","Fertigstellung","Anfang 2025","Jahr"
"Thoravej_29_Copenhagen","Thoravej_29_Copenhagen__006__DGNB_Gold","Gebäude\Thoravej_29_Copenhagen.md","DGNB Gold","Vorzertifizierung 2023","-"
"Timber_Square_London","Timber_Square_London__001__Wiederverwendete_Stahltr_ger","Gebäude\Timber_Square_London.md","Wiederverwendete Stahlträger",">500","Stück"
"Timber_Square_London","Timber_Square_London__002__Wiederverwendeter_Stahl","Gebäude\Timber_Square_London.md","Wiederverwendeter Stahl","115","t"
"Timber_Square_London","Timber_Square_London__003__Wiederverwendeter_Stahl","Gebäude\Timber_Square_London.md","Wiederverwendeter Stahl","116","t"
"Timber_Square_London","Timber_Square_London__004__Wiederverwendeter_Stahl","Gebäude\Timber_Square_London.md","Wiederverwendeter Stahl","125","t"
"Timber_Square_London","Timber_Square_London__005__CO_Einsparung_reused_steel","Gebäude\Timber_Square_London.md","CO₂-Einsparung reused steel","216","tCO₂e"
"Timber_Square_London","Timber_Square_London__006__CO_Einsparung_reused_steel","Gebäude\Timber_Square_London.md","CO₂-Einsparung reused steel","276","tCO₂e"
"Timber_Square_London","Timber_Square_London__007__Retained_Print_Building_structure","Gebäude\Timber_Square_London.md","Retained Print Building structure","ca. 80","%"
"Timber_Square_London","Timber_Square_London__008__GIA","Gebäude\Timber_Square_London.md","GIA","52.026","m²"
"Timber_Square_London","Timber_Square_London__009__Area","Gebäude\Timber_Square_London.md","Area","33.910","m²"
"Timber_Square_London","Timber_Square_London__010__Workspace","Gebäude\Timber_Square_London.md","Workspace","365.000","sq ft"
"Timber_Square_London","Timber_Square_London__011__Gesamtgr_e","Gebäude\Timber_Square_London.md","Gesamtgröße","380.000","sq ft"
"Timber_Square_London","Timber_Square_London__012__Upfront_carbon_total","Gebäude\Timber_Square_London.md","Upfront carbon total","510","kgCO₂e/m²"
"Timber_Square_London","Timber_Square_London__013__Upfront_carbon_Stage_4","Gebäude\Timber_Square_London.md","Upfront carbon Stage 4","<550 / 550","kgCO₂e/m²"
"Timber_Square_London","Timber_Square_London__014__Structural_embodied_carbon","Gebäude\Timber_Square_London.md","Structural embodied carbon","205","kgCO₂e/m²"
"Timber_Square_London","Timber_Square_London__015__Carbon_stored_by_timber","Gebäude\Timber_Square_London.md","Carbon stored by timber","5.300 oder 4.999","tCO₂e"
"Timber_Square_London","Timber_Square_London__016__Bauzeit_Completion","Gebäude\Timber_Square_London.md","Bauzeit/Completion","Q4 2025 / 2026","Jahr/Quartal"
"Timber_Square_London","Timber_Square_London__018__Kosten","Gebäude\Timber_Square_London.md","Kosten","unbekannt reuse-spezifisch","-"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__001__H_he","Gebäude\TRAE_High_Rise_Aarhus.md","Höhe","78","m"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__002__Geschosse","Gebäude\TRAE_High_Rise_Aarhus.md","Geschosse","20","Anzahl"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__003__Fl_che","Gebäude\TRAE_High_Rise_Aarhus.md","Fläche","14.850","m²"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__004__Zeitraum","Gebäude\TRAE_High_Rise_Aarhus.md","Zeitraum","2018–2025","Jahre"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__005__Er_ffnung","Gebäude\TRAE_High_Rise_Aarhus.md","Eröffnung","5. Mai 2025","Datum"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__006__embodied_carbon_reduction","Gebäude\TRAE_High_Rise_Aarhus.md","embodied carbon reduction","30–50","%"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__007__a_gain_CO_Footprint","Gebäude\TRAE_High_Rise_Aarhus.md","a:gain CO₂-Footprint","130.096","kg CO₂e"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__008__a_gain_waste_saved","Gebäude\TRAE_High_Rise_Aarhus.md","a:gain waste saved","170.534","kg"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__009__a_gain_Produkte","Gebäude\TRAE_High_Rise_Aarhus.md","a:gain Produkte","10.494 m² Akustik; 9.229 m² End-Grain; 7.669 m² Parkett; 110 m² Fenster; 67 m² Glaswand; 1.652 m² Akustik-Wand; 11.967 m Profile","m² / m"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__010__U_Wert_KRONE_upcycled_windows","Gebäude\TRAE_High_Rise_Aarhus.md","U-Wert KRONE upcycled windows","0,85","W/m²K"
"TRAE_High_Rise_Aarhus","TRAE_High_Rise_Aarhus__011__Restlebensdauer_Alu_Fassade","Gebäude\TRAE_High_Rise_Aarhus.md","Restlebensdauer Alu-Fassade","80–100","Jahre"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__001__Reihenh_user","Gebäude\Upcycle_Studios_Copenhagen.md","Reihenhäuser","20","Stück"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__002__Fl_che","Gebäude\Upcycle_Studios_Copenhagen.md","Fläche","3.440","m²"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__003__Fl_che","Gebäude\Upcycle_Studios_Copenhagen.md","Fläche","3.909","m²"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__004__Fertigstellung","Gebäude\Upcycle_Studios_Copenhagen.md","Fertigstellung","2018","Jahr"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__005__Fertigstellung","Gebäude\Upcycle_Studios_Copenhagen.md","Fertigstellung","2019","Jahr"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__006__Fenster_wiederverwendet","Gebäude\Upcycle_Studios_Copenhagen.md","Fenster wiederverwendet","75","% der Fenster"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__007__Upcycled_recycled_Anteil","Gebäude\Upcycle_Studios_Copenhagen.md","Upcycled/recycled Anteil","> 2/3","Anteil Gebäude"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__008__Beton_aus_Metro_Abfall","Gebäude\Upcycle_Studios_Copenhagen.md","Beton aus Metro-Abfall","904","t"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__009__Beton_aus_Metro_Abfall","Gebäude\Upcycle_Studios_Copenhagen.md","Beton aus Metro-Abfall","1000","t"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__010__Beton_aus_Metro_Abfall","Gebäude\Upcycle_Studios_Copenhagen.md","Beton aus Metro-Abfall","1400 tons / ca. 1270 t","tons/t"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__011__Abfall_vermieden","Gebäude\Upcycle_Studios_Copenhagen.md","Abfall vermieden","914.000","kg"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__012__CO_Reduktion_Materialien","Gebäude\Upcycle_Studios_Copenhagen.md","CO₂-Reduktion Materialien","32","%"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__013__CO_Einsparung_ber_50_Jahre","Gebäude\Upcycle_Studios_Copenhagen.md","CO₂-Einsparung über 50 Jahre","45","%"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__014__CO_Footprint","Gebäude\Upcycle_Studios_Copenhagen.md","CO₂-Footprint","53.182","kg CO₂e"
"Upcycle_Studios_Copenhagen","Upcycle_Studios_Copenhagen__017__Lebensdauer","Gebäude\Upcycle_Studios_Copenhagen.md","Lebensdauer","50","Jahre"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__001__Karreveld_wiederverwendete_Innenw_nde","Gebäude\Verbiest_Karreveld_Brussels.md","Karreveld wiederverwendete Innenwände","ca. 450","m²"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__002__Karreveld_wiederverwendete_abgeh_ngte_Decke_Leuc","Gebäude\Verbiest_Karreveld_Brussels.md","Karreveld wiederverwendete abgehängte Decke + Leuchten","ca. 400","m²"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__003__Verbiest_Projektfl_che","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest Projektfläche","610","m²"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__004__Verbiest_Bestandslager","Gebäude\Verbiest_Karreveld_Brussels.md","Verbiest Bestandslager","fast 1000","m²"
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__005__Karreveld_Phase_2_Kosten","Gebäude\Verbiest_Karreveld_Brussels.md","Karreveld Phase-2-Kosten","6.000.000","EUR exkl. MwSt."
"Verbiest_Karreveld_Brussels","Verbiest_Karreveld_Brussels__011__Bauzeit","Gebäude\Verbiest_Karreveld_Brussels.md","Bauzeit","Verbiest bis 2020; Karreveld Phasen bis 2022/2023","Jahre"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__001__Anteil_salvaged_reused_materials","Gebäude\Villa_Welpeloo_Enschede.md","Anteil salvaged/reused materials","ca. 60","%"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__002__Anteil_Innenausbau_reused","Gebäude\Villa_Welpeloo_Enschede.md","Anteil Innenausbau reused","ca. 90","%"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__003__CO_Reduktion_Struktur_und_Fassade","Gebäude\Villa_Welpeloo_Enschede.md","CO₂-Reduktion Struktur und Fassade","ca. 90","%"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__004__Fertigstellung","Gebäude\Villa_Welpeloo_Enschede.md","Fertigstellung","2009","Jahr"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__005__Entwurfsbeginn","Gebäude\Villa_Welpeloo_Enschede.md","Entwurfsbeginn","2005","Jahr"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__006__Fl_che","Gebäude\Villa_Welpeloo_Enschede.md","Fläche","250 / 312 / 400","m²"
"Villa_Welpeloo_Enschede","Villa_Welpeloo_Enschede__009__Kosten","Gebäude\Villa_Welpeloo_Enschede.md","Kosten","unbekannt reuse-spezifisch","-"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__001__Wohneinheiten","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Wohneinheiten","19","Einheiten"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__002__Fertigstellung_Nutzung","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Fertigstellung / Nutzung","Anfang 2024","Jahr"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__003__Sekund_re_Materialien","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Sekundäre Materialien","84","%"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__004__Geerntete_Materialien","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Geerntete Materialien","ca. 85","%"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__005__Zielwert_Reuse","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Zielwert Reuse","90","%"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__006__CO_Einsparung","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","CO₂-Einsparung","70","%"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__007__vermiedene_Umweltsch_den","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","vermiedene Umweltschäden","700.000","€"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__008__Anteil_an_Baukosten","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Anteil an Baukosten","1/5","Anteil"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__009__PV_Anlage","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","PV-Anlage","234","Module"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__010__Erdw_rmesonden","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Erdwärmesonden","80","m Länge"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__011__Regenwasserspeicher","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","Regenwasserspeicher","bis 80","m³"
"Woongroep_Boschgaard_Den_Bosch","Woongroep_Boschgaard_Den_Bosch__012__wiederverwendete_Dachspanten","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","wiederverwendete Dachspanten","24","Stück"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__001__erhaltene_Geb_udemasse","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","erhaltene Gebäudemasse","94","% Masse"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__002__Anteil_Second_hand_an_neuen_Materialien","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Anteil Second-hand an neuen Materialien","12","% Masse"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__003__Stahltr_ger_reused","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Stahlträger reused","ca. 30","Stück"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__004__Fensterrahmen_reused","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Fensterrahmen reused","5","Stück"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__005__Steinwolle_D_mmung_reused","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Steinwolle-Dämmung reused","450","m²"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__006__Stahl_Treppen_reused","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Stahl-Treppen reused","2","Stück"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__007__Azob_Terrassendielen","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Azobé-Terrassendielen","90","m²"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__008__Eichenparkett","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Eichenparkett","300","m²"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__009__Heizk_rper","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Heizkörper","ca. 20","Stück"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__010__T_ren","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Türen",">20","Stück"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__011__L_ftungsgruppe","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Lüftungsgruppe","1","Stück"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__012__Fl_che","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Fläche","2.088 / 4.000","m²"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__013__Budget","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","Budget","4,24","Mio. €"
"Zinneke_Feder_Masui4ever_Brussels","Zinneke_Feder_Masui4ever_Brussels__014__EU_BCR_Budget","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","EU + BCR Budget","4,20","Mio. €"
